aX,aY,aZ,gX,gY,gZ
-0.061,0.328,1.099,7.080,5.737,0.305
-0.028,0.318,1.082,5.249,4.272,5.188
0.004,0.283,1.058,3.906,2.258,11.230
0.032,0.220,1.036,1.831,0.427,17.456
0.060,0.146,1.014,-1.343,-0.793,22.339
0.041,0.106,0.998,-4.517,-1.770,26.245
0.018,0.046,0.998,-3.418,-1.160,28.076
-0.018,0.011,1.022,-3.174,-0.366,30.212
-0.064,-0.026,1.067,-4.211,-0.244,34.119
-0.104,-0.090,1.109,-3.967,-0.977,37.720
-0.117,-0.138,1.111,-5.798,-3.723,41.077
-0.127,-0.173,1.110,-3.357,-6.287,42.847
-0.137,-0.205,1.111,2.014,-8.179,43.152
-0.118,-0.245,1.106,5.676,-10.193,43.701
-0.105,-0.279,1.092,5.920,-12.329,43.945
-0.082,-0.309,1.078,4.517,-13.245,42.542
-0.066,-0.342,1.078,5.310,-13.123,40.161
-0.057,-0.362,1.089,5.798,-12.939,37.354
-0.059,-0.364,1.098,5.371,-13.428,34.241
-0.058,-0.341,1.104,3.967,-14.587,30.518
-0.049,-0.323,1.093,1.038,-16.296,27.588
-0.039,-0.316,1.064,-1.221,-18.005,25.940
-0.024,-0.300,1.024,-3.357,-19.226,24.658
-0.003,-0.275,0.995,-5.005,-19.226,23.193
0.014,-0.242,0.972,-6.592,-17.944,21.851
0.033,-0.212,0.950,-9.155,-16.174,20.447
0.042,-0.195,0.939,-12.268,-14.099,19.531
0.048,-0.185,0.936,-15.503,-11.719,19.226
0.061,-0.184,0.942,-17.395,-9.705,19.104
0.075,-0.205,0.952,-18.005,-8.545,18.616
0.095,-0.216,0.954,-18.066,-6.714,16.357
0.084,-0.216,0.959,-17.700,-4.639,13.367
0.093,-0.208,0.962,-13.672,-2.075,10.010
0.094,-0.187,0.980,-7.385,0.183,6.592
0.095,-0.170,0.996,-0.427,2.380,3.784
0.104,-0.153,0.991,3.723,3.601,1.099
0.114,-0.132,0.976,6.287,3.845,-0.732
0.117,-0.117,0.972,6.714,3.967,-1.892
0.112,-0.098,0.967,5.493,3.906,-3.174
0.110,-0.064,0.954,4.150,3.601,-3.906
0.102,-0.034,0.950,2.625,3.357,-3.784
0.095,-0.018,0.954,-0.427,3.540,-2.441
0.089,-0.031,0.958,-2.686,3.052,-0.183
0.078,-0.048,0.957,-5.310,2.441,2.319
0.070,-0.062,0.959,-6.836,2.319,4.089
0.068,-0.083,0.967,-5.310,2.441,5.493
0.066,-0.113,0.983,-3.052,2.197,6.531
0.070,-0.136,0.993,-1.343,1.465,6.409
0.077,-0.140,0.994,1.587,0.549,5.188
0.094,-0.125,0.991,4.456,-0.305,3.479
0.095,-0.104,0.998,6.165,-0.854,2.258
0.099,-0.101,1.001,6.104,-1.709,1.587
0.103,-0.107,0.993,4.333,-2.625,1.770
0.102,-0.123,0.984,1.465,-3.540,1.770
0.088,-0.142,0.987,0.488,-3.296,1.404
0.075,-0.157,0.996,1.343,-2.625,0.854
0.062,-0.156,0.999,1.648,-2.014,0.305
0.050,-0.146,0.997,2.747,-1.099,0.122
0.031,-0.137,1.000,3.296,0.061,0.488
0.015,-0.137,1.004,1.709,0.977,0.610
0.002,-0.145,1.005,0.488,1.404,1.221
-0.001,-0.145,0.998,0.549,1.526,2.075
-0.005,-0.145,0.985,-0.183,1.953,2.441
-0.000,-0.137,0.974,-1.282,2.502,3.113
0.003,-0.151,0.974,-1.953,2.747,4.028
0.003,-0.172,0.987,-3.235,2.869,4.944
0.011,-0.182,0.993,-4.517,2.686,4.944
-0.396,3.689,1.007,208.557,70.679,-136.597
-0.556,4.000,1.630,127.686,73.975,-76.294
-0.593,3.734,2.027,-16.785,43.518,30.884
-0.509,2.354,2.012,-152.161,-0.549,159.790
-0.488,0.666,1.796,-212.463,-34.790,246.155
-0.542,-1.000,1.449,-199.890,-48.828,272.095
-0.614,-2.439,1.156,-172.363,-40.894,259.644
-0.728,-3.202,0.981,-132.568,-21.545,218.384
-0.660,-3.419,0.948,-61.951,0.488,166.138
-0.427,-3.185,1.115,19.531,19.409,121.643
-0.277,-2.592,1.314,76.416,34.241,79.651
-0.248,-1.882,1.537,133.484,45.654,40.833
-0.081,-1.150,1.624,172.791,51.697,17.090
0.086,-0.505,1.504,171.021,48.706,-0.061
0.282,0.019,1.332,124.634,37.170,-12.939
0.408,0.354,1.241,65.613,29.175,-18.005
0.604,0.397,1.191,18.127,25.940,-11.658
0.667,0.410,1.137,-32.227,22.095,4.700
0.719,0.243,1.126,-84.351,17.212,21.790
0.730,0.098,1.151,-113.464,12.024,30.762
0.692,0.035,1.146,-99.670,8.972,32.532
0.714,-0.171,1.080,-53.162,5.920,38.086
0.739,-0.347,0.969,-9.338,-1.892,44.189
0.683,-0.391,0.877,17.761,-4.578,32.654
0.617,-0.372,0.807,25.146,-3.662,8.911
0.558,-0.388,0.777,24.780,-3.174,-6.348
0.538,-0.482,0.740,22.949,-5.310,-9.766
0.540,-0.571,0.694,16.541,-9.033,-10.254
0.543,-0.600,0.651,8.179,-10.559,-14.465
0.555,-0.580,0.641,2.197,-8.362,-21.545
0.533,-0.476,0.703,1.343,-4.395,-29.663
0.514,-0.335,0.785,7.812,0.305,-38.086
0.474,-0.227,0.862,19.836,4.639,-45.715
0.497,-0.128,0.877,27.527,7.080,-50.964
0.476,-0.058,0.869,30.457,5.310,-51.819
0.458,-0.060,0.898,29.846,1.953,-48.462
0.440,-0.060,0.920,16.235,-0.427,-41.931
0.411,-0.064,0.948,4.761,-1.831,-41.382
0.386,-0.019,0.949,-0.610,-3.601,-45.044
0.359,0.023,0.953,-7.629,-3.662,-44.556
0.345,0.062,0.962,-15.625,-2.380,-40.039
0.330,0.101,0.987,-21.362,-0.305,-34.790
0.326,0.082,1.006,-20.020,2.991,-31.738
0.303,0.099,1.001,-13.489,7.019,-33.875
0.263,0.167,0.983,-4.761,10.742,-40.405
0.231,0.218,0.970,4.395,14.404,-45.654
0.190,0.241,0.962,8.484,15.503,-44.800
0.154,0.232,0.961,6.409,14.160,-41.565
0.143,0.198,0.943,0.000,10.864,-37.720
0.131,0.141,0.912,-9.521,7.080,-33.997
0.101,0.035,0.897,-16.846,4.517,-28.320
0.081,-0.061,0.896,-18.677,4.333,-23.987
0.079,-0.112,0.899,-18.860,4.700,-21.301
0.082,-0.134,0.899,-17.151,5.188,-20.996
0.084,-0.125,0.904,-13.245,5.615,-20.508
0.088,-0.083,0.924,-10.986,6.287,-20.813
0.110,-0.056,0.945,-11.475,5.615,-22.400
0.104,-0.027,0.932,-13.916,3.540,-23.743
0.113,-0.004,0.915,-15.991,2.014,-25.574
0.117,0.041,0.911,-16.846,1.709,-27.832
0.098,0.087,0.913,-16.113,2.136,-28.259
0.087,0.121,0.925,-11.719,2.625,-27.161
0.091,0.162,0.929,-10.010,2.319,-24.536
0.092,0.185,0.922,-10.986,2.686,-22.217
0.101,0.208,0.913,-11.292,3.113,-20.569
0.101,0.224,0.911,-8.057,4.333,-19.043
0.119,0.215,0.909,-2.502,4.944,-16.174
0.130,0.208,0.920,-2.014,4.456,-14.709
0.098,0.221,0.963,-3.235,3.967,-13.367
0.078,0.198,1.000,-3.784,3.723,-11.658
0.045,0.156,1.036,-7.202,2.197,-9.033
0.023,0.098,1.051,-12.146,-0.122,-5.127
-0.006,0.043,1.049,-16.113,-2.869,-3.113
-0.029,-0.004,1.028,-17.029,-4.517,-3.540
-0.047,-0.018,1.008,-15.381,-4.456,-3.662
-0.077,-0.037,1.001,-10.315,-3.174,-4.150
-0.100,-0.039,0.992,-5.127,-2.991,-5.005
-0.119,-0.011,0.997,-1.221,-3.296,-4.700
-0.168,-0.014,1.023,2.197,-2.441,-3.418
-0.167,-0.046,1.043,2.136,-2.625,-0.549
-0.137,-0.052,1.049,-1.221,-3.479,4.944
-0.113,-0.077,1.064,-2.502,-3.967,9.399
-0.089,-0.095,1.052,-6.042,-4.700,11.169
-0.068,-0.093,1.037,-6.348,-5.310,12.573
-0.042,-0.074,1.012,-2.197,-5.493,13.245
-0.037,-0.033,0.997,1.526,-5.249,13.245
-0.038,-0.001,0.981,1.465,-4.883,13.123
-0.041,0.020,0.960,-1.526,-4.517,14.282
-0.050,0.023,0.957,-4.517,-3.601,16.235
-0.057,-0.001,0.979,-6.653,-2.319,19.104
-0.060,-0.028,0.999,-7.629,-1.343,21.667
-0.059,-0.038,1.009,-7.751,-0.305,22.522
-0.058,-0.018,1.029,-6.287,0.977,22.461
-0.068,0.003,1.064,-3.540,2.075,22.278
-0.071,0.000,1.086,-2.563,1.831,22.339
-0.052,-0.017,1.082,-3.845,0.793,23.254
-0.028,-0.058,1.075,-3.723,-0.488,24.414
-0.026,-0.097,1.085,-3.723,-0.977,24.536
-0.013,-0.104,1.088,-6.470,-1.648,24.353
-0.012,-0.100,1.123,-5.798,-1.709,23.865
-0.005,-0.096,1.151,-4.333,-2.014,22.705
-0.007,-0.092,1.162,-5.920,-4.272,21.729
-0.003,-0.098,1.155,-7.263,-6.836,20.874
0.003,-0.103,1.132,-7.507,-9.521,20.386
0.002,-0.109,1.103,-7.568,-11.963,19.958
0.000,-0.120,1.077,-7.690,-12.329,18.860
-0.004,-0.133,1.055,-6.409,-12.207,17.517
-0.004,-0.125,1.039,-3.906,-11.536,16.357
-0.004,-0.116,1.021,-0.061,-10.925,15.320
0.001,-0.104,1.001,1.831,-10.071,14.526
0.003,-0.092,0.987,1.038,-9.155,14.343
0.000,-0.090,0.968,0.061,-7.996,14.221
0.004,-0.095,0.963,-1.160,-6.470,14.160
-0.006,-0.106,0.975,-3.784,-5.005,14.221
-0.018,-0.130,0.995,-5.493,-3.845,14.221
-0.019,-0.150,1.004,-5.981,-2.625,14.771
-0.019,-0.163,1.016,-4.517,-1.770,15.198
-0.015,-0.172,1.026,-2.136,-1.465,14.771
-0.004,-0.180,1.023,-1.282,-1.343,13.428
-0.176,2.684,0.865,113.708,67.627,-91.370
-0.287,3.169,1.315,66.040,81.482,-54.138
-0.367,3.114,1.724,-12.329,74.890,3.723
-0.326,2.522,1.923,-70.557,52.185,80.017
-0.243,1.738,1.898,-96.802,23.987,160.950
-0.234,0.909,1.760,-97.473,1.770,215.637
-0.281,0.068,1.604,-77.209,-10.559,238.770
-0.303,-0.794,1.437,-64.575,-16.541,244.751
-0.388,-1.577,1.254,-60.364,-18.616,235.474
-0.466,-2.138,1.091,-42.419,-17.090,214.478
-0.491,-2.450,0.953,-12.146,-11.230,186.707
-0.390,-2.578,0.868,17.029,-5.127,159.851
-0.205,-2.509,0.887,40.710,1.526,136.292
-0.141,-2.255,0.998,67.566,12.756,108.093
-0.086,-1.983,1.116,101.563,26.733,73.730
0.035,-1.615,1.217,131.958,35.034,51.147
0.190,-1.194,1.238,152.893,39.795,36.255
0.344,-0.799,1.237,157.715,42.847,20.447
0.459,-0.473,1.206,139.587,41.565,1.587
0.540,-0.304,1.148,105.103,35.706,-14.771
0.631,-0.304,1.079,65.125,26.245,-23.926
0.730,-0.368,1.029,22.888,13.489,-25.269
0.783,-0.407,0.974,-8.911,0.793,-25.146
0.789,-0.401,0.923,-17.029,-5.737,-29.785
0.812,-0.339,0.897,-2.502,-5.798,-37.231
0.813,-0.201,0.901,17.334,-4.089,-43.457
0.815,-0.048,0.889,23.499,-2.991,-49.683
0.784,0.068,0.897,13.245,-3.052,-54.138
0.740,0.132,0.887,-6.592,-4.944,-56.152
0.700,0.101,0.848,-27.527,-7.935,-55.237
0.706,-0.003,0.789,-40.100,-10.437,-50.415
0.687,-0.102,0.767,-40.710,-10.132,-43.579
0.658,-0.188,0.796,-30.884,-6.470,-37.842
0.632,-0.227,0.846,-16.296,-1.526,-35.461
0.584,-0.278,0.899,-3.357,2.808,-35.217
0.554,-0.299,0.930,1.160,3.906,-35.156
0.528,-0.301,0.954,2.747,6.104,-35.217
0.517,-0.309,0.958,4.639,4.578,-37.659
0.512,-0.270,0.932,0.488,6.958,-43.823
0.492,-0.221,0.917,-6.592,11.597,-47.791
0.454,-0.175,0.915,-15.442,14.038,-49.988
0.421,-0.153,0.901,-22.278,14.893,-50.842
0.386,-0.133,0.885,-25.452,15.808,-52.856
0.351,-0.101,0.869,-26.611,16.418,-55.237
0.329,-0.041,0.854,-26.367,16.541,-56.580
0.316,0.017,0.863,-23.682,17.090,-56.396
0.288,0.086,0.869,-23.865,17.273,-54.382
0.286,0.120,0.909,-22.400,18.127,-50.903
0.277,0.155,0.938,-22.217,18.494,-46.753
0.263,0.182,0.957,-27.161,18.311,-43.457
0.257,0.183,0.962,-27.405,17.395,-40.649
0.255,0.169,0.953,-25.696,15.320,-35.645
0.251,0.130,0.937,-23.132,13.550,-32.288
0.233,0.102,0.927,-20.203,11.536,-31.799
0.224,0.130,0.931,-16.296,11.292,-34.119
0.185,0.195,0.951,-14.221,11.719,-37.292
0.158,0.235,0.972,-15.076,12.939,-40.344
0.133,0.267,0.974,-20.386,12.451,-40.955
0.136,0.296,0.954,-23.010,11.902,-39.917
0.112,0.301,0.929,-24.719,12.207,-38.513
0.075,0.270,0.922,-26.978,12.512,-35.400
0.038,0.215,0.939,-27.527,12.756,-30.457
0.011,0.173,0.963,-21.057,13.062,-25.024
-0.009,0.158,0.979,-14.038,11.902,-21.912
-0.033,0.169,0.982,-10.193,10.803,-20.569
-0.039,0.172,0.973,-5.798,10.071,-17.334
-0.043,0.149,0.985,-0.793,10.376,-11.414
-0.034,0.118,1.000,0.000,11.230,-4.578
-0.023,0.107,1.006,-3.784,11.597,0.000
-0.021,0.123,1.019,-7.019,11.108,2.563
-0.028,0.153,1.036,-6.409,10.254,4.028
-0.038,0.165,1.043,-4.395,9.460,5.798
-0.057,0.156,1.055,-3.418,7.751,9.216
-0.092,0.118,1.076,-2.014,6.226,12.939
-0.094,0.063,1.084,-0.793,4.028,16.479
-0.078,0.017,1.079,-0.854,1.648,20.203
-0.089,-0.034,1.098,2.441,0.732,22.400
-0.063,-0.077,1.090,1.831,-0.977,22.827
-0.048,-0.095,1.071,-1.587,-2.808,22.705
-0.016,-0.082,1.034,-4.150,-4.395,21.851
0.016,-0.068,1.008,-2.808,-4.822,21.423
0.034,-0.086,0.988,-3.113,-5.127,21.729
0.028,-0.111,0.971,-6.836,-5.310,20.996
0.028,-0.126,0.962,-9.583,-5.005,19.409
0.010,-0.149,0.994,-9.705,-3.479,18.372
-0.016,-0.160,1.033,-9.216,-1.221,17.456
-0.022,-0.164,1.052,-8.850,-0.610,16.296
-0.018,-0.144,1.062,-6.165,-0.671,15.259
-0.025,-0.110,1.081,-2.197,-0.977,14.709
-0.019,-0.078,1.087,1.404,-1.648,14.954
-0.023,-0.058,1.096,2.930,-3.235,15.686
-0.014,-0.042,1.088,0.244,-6.531,16.541
-0.009,-0.026,1.075,-1.770,-9.888,17.578
-0.007,-0.028,1.068,-0.977,-12.024,19.104
-0.003,-0.047,1.056,1.343,-14.954,21.667
-0.001,-0.052,1.045,2.686,-16.724,24.780
0.014,-0.081,1.043,3.662,-16.602,27.344
0.009,-0.103,1.032,2.808,-16.052,28.748
-0.002,-0.108,1.027,0.305,-15.259,28.442
0.003,-0.106,1.021,1.526,-13.306,26.062
0.003,-0.108,1.012,4.700,-10.742,24.048
0.012,-0.113,0.998,5.737,-8.484,22.278
0.023,-0.127,0.978,3.296,-6.348,20.081
0.021,-0.162,0.980,2.014,-3.906,18.066
0.017,-0.196,0.994,1.038,-1.587,16.663
0.007,-0.208,1.006,-1.343,0.366,14.648
0.006,-0.211,1.016,-2.747,1.282,12.695
-0.000,-0.201,1.018,-4.639,1.404,11.108
0.016,-0.211,1.022,-7.080,1.343,9.277
0.016,-0.239,1.015,-11.353,0.122,7.996
0.023,-0.238,0.987,-13.184,-0.916,8.240
0.040,-0.244,0.954,-10.742,-1.465,8.850
0.044,-0.221,0.932,-7.690,-0.427,7.935
0.057,-0.192,0.923,-5.371,1.404,6.836
0.059,-0.162,0.925,-4.822,2.991,5.127
0.063,-0.141,0.933,-4.517,4.150,3.296
0.072,-0.116,0.938,-5.737,4.883,2.380
0.076,-0.093,0.945,-8.789,5.554,0.610
0.070,-0.104,0.964,-11.414,5.249,-0.793
-0.609,-1.520,1.150,-69.031,4.700,162.720
-0.621,-2.072,1.153,-37.903,1.343,157.532
-0.614,-2.376,1.173,4.944,2.380,136.780
-0.528,-2.418,1.200,59.204,1.343,112.000
-0.286,-2.305,1.239,110.168,-1.221,84.351
0.044,-1.960,1.229,136.902,-4.211,56.763
0.336,-1.436,1.209,137.390,-4.700,32.227
0.604,-0.752,1.188,143.372,0.610,7.568
0.853,-0.079,1.205,129.822,5.981,-9.277
0.954,0.485,1.272,74.646,4.578,-24.597
0.982,0.826,1.301,12.329,-1.587,-36.621
1.006,0.959,1.260,-37.598,-11.353,-36.499
1.037,0.960,1.144,-66.467,-20.874,-28.381
1.042,0.828,1.037,-69.153,-23.560,-18.677
1.006,0.741,0.957,-53.711,-20.935,-9.521
1.022,0.601,0.938,-25.635,-14.282,1.892
0.991,0.432,0.998,1.770,-7.141,13.977
0.931,0.329,1.050,8.301,-5.310,16.357
0.858,0.325,1.046,1.953,-6.531,5.188
0.745,0.312,1.041,3.662,-7.996,-4.639
0.649,0.221,1.021,11.536,-10.498,-4.211
0.595,0.088,0.967,10.864,-14.526,-0.244
0.540,-0.082,0.898,7.019,-17.639,2.197
0.492,-0.235,0.852,8.606,-19.287,1.587
0.451,-0.300,0.807,13.306,-20.386,-1.099
0.399,-0.338,0.769,17.334,-18.555,-3.723
0.336,-0.354,0.730,20.996,-18.738,-13.428
0.290,-0.321,0.688,19.104,-17.029,-22.095
0.243,-0.319,0.667,15.015,-12.634,-26.062
0.219,-0.300,0.674,9.949,-8.850,-26.794
0.202,-0.245,0.677,2.258,-5.737,-27.100
0.190,-0.209,0.697,1.343,0.732,-30.396
0.170,-0.189,0.725,4.822,7.690,-35.217
0.153,-0.139,0.768,8.911,13.489,-38.391
0.133,-0.110,0.839,12.695,18.677,-39.978
0.131,-0.081,0.912,12.207,21.423,-39.185
0.132,-0.073,0.969,9.644,22.156,-37.781
0.156,-0.105,1.014,6.042,20.081,-35.828
0.146,-0.126,1.042,-1.343,16.418,-35.828
0.150,-0.124,1.045,-6.897,13.000,-39.246
0.151,-0.092,1.015,-6.104,10.193,-43.396
0.139,-0.036,0.976,-3.723,8.423,-46.021
0.104,0.003,0.960,2.563,8.362,-49.377
0.097,0.040,0.947,4.517,8.057,-49.927
0.065,0.086,0.937,2.502,7.935,-49.072
0.054,0.101,0.941,-0.793,7.141,-45.837
0.073,0.109,0.934,-4.944,6.958,-40.222
0.098,0.155,0.928,-6.531,7.263,-33.936
0.138,0.151,0.952,-6.653,8.667,-30.579
0.134,0.164,0.974,-9.949,10.010,-29.053
0.115,0.140,0.992,-14.221,10.986,-27.649
0.102,0.119,1.002,-17.151,10.376,-26.917
0.096,0.148,1.013,-19.165,9.033,-26.123
0.067,0.200,1.013,-16.296,8.118,-27.832
0.052,0.248,1.016,-7.507,7.568,-28.320
0.058,0.276,1.003,-0.916,7.629,-25.940
0.035,0.268,1.008,0.183,7.080,-21.912
0.033,0.252,1.006,-2.441,6.714,-17.578
0.028,0.217,1.025,-7.263,5.127,-12.634
0.063,0.156,1.025,-7.690,4.639,-7.019
0.069,0.135,1.026,-6.165,4.395,-2.808
0.070,0.106,1.027,-3.235,4.944,-1.831
0.032,0.076,1.035,-2.808,5.188,-2.930
0.002,0.049,1.043,-1.282,5.249,-3.174
-0.027,0.027,1.047,0.427,6.104,-1.709
-0.047,-0.018,1.061,-0.244,6.653,-1.831
-0.081,-0.041,1.060,-3.113,6.653,-1.953
-0.078,-0.048,1.086,-1.404,6.165,-0.854
-0.107,-0.024,1.098,2.197,6.165,1.282
-0.081,-0.008,1.106,5.493,5.127,3.113
-0.046,0.028,1.088,2.441,2.502,5.981
-0.010,0.043,1.067,0.610,0.671,8.972
0.000,0.035,1.057,-1.831,-0.061,11.780
0.003,0.032,1.047,-5.676,-1.221,14.038
0.003,0.032,1.034,-6.836,-2.075,16.052
-0.016,0.038,1.032,-5.188,-2.380,17.395
-0.047,0.027,1.041,-2.380,-2.991,19.714
-0.068,0.015,1.048,-0.366,-3.784,22.461
-0.078,0.009,1.054,2.930,-4.822,25.452
-0.086,-0.001,1.066,6.348,-5.859,28.381
-0.071,-0.014,1.053,6.653,-7.507,30.762
-0.055,-0.041,1.038,6.775,-8.728,33.020
-0.031,-0.077,1.036,6.714,-9.094,35.095
-0.019,-0.110,1.045,6.958,-8.789,35.889
-0.001,-0.140,1.044,4.761,-8.606,35.767
0.010,-0.167,1.048,1.465,-8.728,35.034
0.010,-0.180,1.052,0.305,-8.545,33.081
0.009,-0.192,1.049,0.305,-8.301,30.701
0.014,-0.194,1.037,-0.366,-8.667,28.625
0.012,-0.183,1.030,-1.587,-8.850,26.550
0.009,-0.187,1.028,-2.136,-8.545,24.841
0.016,-0.201,1.015,-3.784,-8.667,23.437
0.031,-0.217,0.996,-5.005,-8.728,22.278
0.038,-0.214,0.976,-5.676,-8.362,19.958
0.039,-0.210,0.971,-6.042,-7.202,16.663
0.039,-0.206,0.964,-5.798,-6.714,14.160
0.052,-0.209,0.952,-4.761,-6.104,12.939
0.070,-0.238,0.945,-3.906,-5.249,11.536
0.081,-0.249,0.934,-4.150,-4.333,9.338
0.083,-0.252,0.933,-2.136,-1.953,7.202
0.085,-0.246,0.947,3.235,0.977,4.761
0.085,-0.214,0.963,7.263,3.113,2.686
0.086,-0.175,0.977,9.033,4.395,0.977
0.088,-0.145,0.985,8.240,4.761,-0.549
0.089,-0.125,0.981,4.639,4.272,-1.221
0.084,-0.108,0.977,0.244,3.479,-1.465
0.085,-0.104,0.969,-3.967,2.563,-1.465
0.085,-0.105,0.965,-6.592,2.258,-1.221
0.086,-0.118,0.972,-6.714,2.380,-0.854
0.082,-0.121,0.980,-5.005,2.991,-0.244
0.079,-0.104,0.993,-2.258,3.479,-0.122
0.087,-0.087,1.007,0.977,3.906,-0.183
0.081,-0.083,1.014,3.418,3.845,-0.305
0.092,-0.072,1.015,2.625,2.502,0.366
0.104,-0.067,1.001,-0.366,1.282,0.854
0.110,-0.068,0.999,-0.610,1.038,0.244
0.101,-0.064,0.986,0.244,0.366,-1.282
0.090,-0.062,0.983,0.427,0.244,-2.136
0.078,-0.061,0.986,2.258,1.831,-2.319
-0.401,1.336,1.300,-7.263,22.705,1.404
-0.496,1.168,1.342,-33.691,16.174,25.757
-0.543,0.959,1.321,-47.668,10.742,43.579
-0.574,0.754,1.293,-42.053,6.470,55.786
-0.581,0.568,1.241,-25.635,2.075,65.125
-0.563,0.420,1.211,-10.437,-2.869,72.693
-0.536,0.253,1.147,1.343,-8.240,81.726
-0.502,0.050,1.068,6.531,-12.878,90.576
-0.519,-0.158,0.976,3.296,-14.893,98.511
-0.541,-0.400,0.927,6.531,-12.451,105.713
-0.561,-0.687,0.917,10.925,-7.935,113.708
-0.630,-0.998,0.922,12.329,-3.479,117.371
-0.649,-1.318,0.881,11.353,2.258,114.502
-0.586,-1.592,0.839,14.771,7.874,107.422
-0.514,-1.704,0.839,26.855,14.648,94.116
-0.437,-1.760,0.872,44.617,23.315,76.050
-0.330,-1.813,0.935,60.669,29.846,58.350
-0.158,-1.749,0.970,64.514,32.410,40.039
0.039,-1.596,0.969,69.885,33.142,16.907
0.284,-1.386,0.958,77.332,33.020,-5.920
0.468,-1.108,0.909,74.951,33.936,-29.846
0.642,-0.862,0.868,65.186,36.560,-53.589
0.777,-0.641,0.858,43.640,37.598,-67.810
0.915,-0.575,0.884,15.259,35.095,-73.059
1.009,-0.549,0.883,-16.113,29.846,-75.134
1.104,-0.462,0.866,-37.048,25.085,-77.454
1.144,-0.275,0.844,-42.419,22.095,-81.299
1.219,-0.060,0.840,-38.330,20.203,-82.092
1.233,0.125,0.835,-35.461,17.883,-76.172
1.243,0.211,0.822,-37.537,15.259,-66.101
1.245,0.229,0.765,-45.105,10.620,-56.580
1.295,0.206,0.757,-44.128,7.446,-49.561
1.237,0.232,0.802,-34.363,7.202,-44.800
1.131,0.263,0.865,-19.897,8.911,-45.166
1.024,0.288,0.906,-10.925,8.057,-41.992
0.945,0.256,0.961,-3.723,5.737,-34.668
0.849,0.175,0.989,0.305,3.296,-24.292
0.758,0.072,1.017,-1.160,3.052,-18.066
0.659,0.007,1.033,-2.502,1.526,-22.278
0.569,-0.018,1.023,-5.615,4.456,-26.489
0.488,-0.050,1.013,-8.667,8.057,-26.245
0.420,-0.114,1.013,-11.047,8.484,-26.001
0.373,-0.133,0.994,-13.245,7.141,-29.541
0.338,-0.075,0.963,-9.338,6.531,-36.621
0.320,0.044,0.945,-0.610,6.104,-42.175
0.308,0.185,0.934,6.897,5.188,-42.175
0.276,0.293,0.936,8.728,4.517,-40.039
0.255,0.394,0.931,5.615,4.150,-36.255
0.233,0.443,0.934,4.700,3.723,-29.419
0.212,0.438,0.959,6.714,3.723,-20.752
0.199,0.389,0.979,6.226,4.211,-13.062
0.151,0.360,0.977,0.488,3.845,-8.179
0.141,0.321,0.957,-2.869,4.578,-6.165
0.122,0.260,0.937,-5.371,4.639,-4.333
0.095,0.182,0.904,-5.615,4.944,-4.089
0.034,0.119,0.867,-9.155,5.859,-7.629
-0.045,0.074,0.860,-10.376,8.301,-12.878
-0.095,0.057,0.873,-8.667,11.475,-16.479
-0.148,0.093,0.915,-7.812,14.343,-19.836
-0.180,0.148,0.969,-1.099,16.785,-21.240
-0.195,0.218,1.017,3.540,17.090,-20.447
-0.196,0.285,1.062,4.272,15.320,-19.226
-0.182,0.329,1.089,3.418,11.902,-15.747
-0.156,0.344,1.094,2.075,7.385,-10.071
-0.116,0.348,1.082,0.305,3.540,-3.357
-0.089,0.333,1.073,-0.671,0.977,2.014
-0.069,0.315,1.061,-1.099,-0.549,8.484
-0.058,0.274,1.068,0.183,-1.770,16.602
-0.056,0.233,1.097,2.869,-2.441,25.146
-0.061,0.172,1.135,1.099,-2.930,32.288
-0.056,0.106,1.147,-4.944,-3.906,39.124
-0.052,0.029,1.168,-8.301,-5.066,44.861
-0.046,-0.047,1.193,-9.644,-5.615,48.279
-0.043,-0.117,1.212,-10.254,-6.714,49.072
-0.046,-0.156,1.211,-9.644,-8.850,47.119
-0.040,-0.190,1.191,-6.775,-11.536,44.495
-0.032,-0.201,1.162,-2.747,-14.404,41.443
-0.026,-0.202,1.136,0.122,-16.296,37.842
-0.022,-0.203,1.110,0.183,-17.700,34.668
-0.021,-0.227,1.089,-0.488,-18.616,32.227
-0.026,-0.262,1.064,-1.038,-18.982,30.151
-0.022,-0.251,1.027,0.366,-19.348,28.320
-0.015,-0.237,1.006,5.127,-18.982,27.222
-0.012,-0.224,0.994,6.592,-18.250,26.428
-0.002,-0.226,0.968,5.798,-17.334,25.757
0.021,-0.253,0.941,2.075,-17.334,25.574
0.045,-0.256,0.910,-4.700,-17.212,25.024
0.036,-0.271,0.908,-8.789,-15.808,23.682
0.027,-0.278,0.898,-8.545,-14.038,21.667
0.054,-0.269,0.894,-7.874,-12.878,19.226
0.047,-0.254,0.906,-6.104,-11.536,17.456
0.056,-0.234,0.921,-3.723,-9.521,15.747
0.074,-0.195,0.934,-2.197,-8.179,14.160
0.079,-0.157,0.942,-0.549,-6.592,12.024
0.102,-0.138,0.949,-1.099,-4.639,9.705
0.113,-0.122,0.948,-5.188,-2.686,8.118
0.122,-0.117,0.957,-6.775,-0.488,6.531
0.121,-0.113,0.962,-4.883,1.709,4.700
0.119,-0.095,0.960,-2.258,3.601,2.441
0.121,-0.070,0.957,0.000,5.005,0.488
0.115,-0.037,0.961,2.441,6.226,-0.488
0.113,-0.022,0.962,3.113,6.897,-0.366
0.111,-0.025,0.964,1.953,6.775,1.038
