aX,aY,aZ,gX,gY,gZ
0.111,-0.033,0.962,-0.183,6.348,2.502
0.113,-0.044,0.953,-2.014,5.798,3.479
0.111,-0.055,0.949,-3.479,5.432,4.395
0.109,-0.066,0.946,-3.357,5.188,5.615
0.105,-0.075,0.950,-2.869,5.188,6.409
0.101,-0.073,0.956,-3.601,5.432,6.165
0.098,-0.082,0.963,-3.662,5.554,5.310
0.096,-0.081,0.972,-3.540,5.676,4.211
0.096,-0.073,0.979,-2.991,5.371,2.930
0.097,-0.072,0.986,-1.953,4.944,2.197
0.100,-0.071,0.987,-1.282,4.456,1.953
0.101,-0.079,0.990,-1.343,3.967,1.465
0.099,-0.092,0.992,-1.709,3.723,0.793
0.102,-0.097,0.989,-1.587,3.296,0.427
0.101,-0.091,0.985,0.305,3.235,0.000
0.096,-0.084,0.988,1.587,3.418,-0.610
-0.624,0.798,1.308,-25.818,20.020,56.152
-0.684,0.807,1.383,-16.663,18.433,64.758
-0.677,0.806,1.411,-10.193,14.893,74.646
-0.644,0.716,1.406,-4.517,9.949,86.609
-0.584,0.548,1.362,-1.892,4.761,98.816
-0.549,0.321,1.297,-1.587,0.549,109.253
-0.525,0.045,1.223,0.305,-1.526,116.638
-0.502,-0.225,1.132,2.319,-1.953,121.521
-0.453,-0.496,1.051,5.371,-0.549,123.840
-0.373,-0.764,1.007,9.583,3.052,124.329
-0.297,-1.018,1.043,17.029,7.812,124.695
-0.288,-1.277,1.097,26.489,11.841,119.934
-0.265,-1.492,1.125,34.302,13.733,106.445
-0.223,-1.614,1.089,50.659,12.695,92.590
-0.046,-1.589,1.024,66.650,10.559,76.050
0.088,-1.504,0.964,75.684,10.559,55.847
0.241,-1.399,0.918,79.285,13.123,32.349
0.384,-1.239,0.895,70.984,15.564,11.963
0.526,-1.062,0.879,60.547,17.944,-5.554
0.698,-0.875,0.875,44.373,20.508,-24.170
0.808,-0.699,0.881,23.926,21.118,-43.823
0.901,-0.590,0.910,8.118,20.508,-58.228
0.972,-0.495,0.931,-1.343,17.639,-67.261
1.025,-0.405,0.928,-5.859,12.390,-71.960
1.067,-0.317,0.919,-10.803,6.104,-75.073
1.100,-0.218,0.904,-16.724,-0.183,-75.256
1.144,-0.133,0.865,-18.860,-5.676,-72.998
1.189,-0.070,0.805,-19.226,-8.850,-71.777
1.203,0.028,0.750,-23.193,-10.010,-73.242
1.199,0.109,0.723,-24.231,-8.850,-73.486
1.163,0.152,0.734,-17.883,-6.165,-69.702
1.132,0.203,0.756,-16.235,-4.089,-65.796
1.040,0.211,0.805,-14.771,-2.502,-62.012
0.959,0.197,0.827,-11.292,-1.404,-55.237
0.882,0.141,0.854,-5.920,0.916,-50.110
0.806,0.081,0.866,-1.343,2.136,-50.232
0.736,0.043,0.869,-0.122,6.958,-49.805
0.651,0.036,0.881,1.953,12.146,-47.729
0.568,0.047,0.899,1.953,14.221,-48.096
0.504,0.064,0.886,-1.526,13.916,-50.293
0.458,0.082,0.851,-3.357,13.184,-52.612
0.422,0.132,0.828,-2.747,13.367,-53.833
0.388,0.208,0.824,-2.136,15.564,-54.382
0.348,0.274,0.841,-2.686,17.517,-53.650
0.300,0.354,0.868,-5.127,18.616,-50.781
0.264,0.408,0.897,-5.981,19.775,-48.157
0.234,0.447,0.924,-4.150,20.691,-42.908
0.208,0.460,0.951,0.610,20.447,-33.325
0.176,0.455,0.979,5.249,20.569,-25.940
0.141,0.437,0.984,5.981,19.348,-22.095
0.126,0.422,0.972,4.456,17.395,-17.822
0.117,0.375,0.969,3.906,15.747,-13.428
0.079,0.324,0.976,1.160,14.282,-11.658
0.022,0.276,0.980,-0.854,14.526,-15.747
-0.061,0.249,1.001,-2.991,15.686,-21.362
-0.110,0.258,1.011,-6.042,16.235,-24.597
-0.143,0.283,1.048,-7.446,16.052,-24.231
-0.181,0.288,1.102,-6.348,15.869,-20.569
-0.213,0.282,1.160,-3.113,14.771,-15.991
-0.198,0.292,1.180,-3.662,11.292,-12.268
-0.163,0.296,1.187,-3.723,7.019,-8.667
-0.144,0.263,1.187,-1.892,3.479,-5.188
-0.130,0.233,1.164,-0.366,0.427,-2.747
-0.109,0.211,1.134,-0.061,-2.441,0.244
-0.099,0.218,1.113,-0.122,-4.150,5.554
-0.088,0.190,1.099,-1.831,-4.150,13.000
-0.081,0.152,1.123,-6.226,-3.601,23.132
-0.063,0.093,1.147,-12.146,-4.028,33.508
-0.055,0.024,1.173,-15.442,-5.371,40.771
-0.052,-0.047,1.181,-15.442,-7.568,45.593
-0.046,-0.112,1.171,-14.404,-10.620,47.485
-0.034,-0.150,1.134,-11.353,-13.916,47.424
-0.025,-0.169,1.098,-7.324,-16.357,45.715
-0.024,-0.184,1.073,-6.287,-17.456,42.969
-0.035,-0.203,1.058,-7.080,-17.395,40.894
-0.039,-0.223,1.051,-7.874,-16.663,39.612
-0.037,-0.259,1.052,-7.446,-15.930,39.490
-0.031,-0.304,1.055,-7.446,-15.625,38.940
-0.025,-0.343,1.054,-8.179,-15.869,36.621
-0.017,-0.387,1.050,-6.592,-16.846,32.837
0.001,-0.402,1.038,-3.601,-18.066,28.809
0.022,-0.396,1.021,0.916,-19.409,24.048
0.043,-0.377,0.999,5.127,-20.691,18.616
0.059,-0.320,0.970,8.911,-21.545,13.733
0.059,-0.246,0.948,12.573,-21.362,9.888
0.064,-0.184,0.930,14.465,-20.325,8.423
0.073,-0.157,0.910,13.306,-19.592,9.460
0.078,-0.142,0.901,9.094,-18.311,11.169
0.078,-0.126,0.906,4.028,-15.747,11.902
0.082,-0.115,0.912,-1.526,-12.573,11.780
0.079,-0.116,0.935,-6.653,-8.301,10.376
0.075,-0.115,0.956,-9.766,-4.883,8.850
0.075,-0.129,0.980,-10.132,-1.892,7.324
0.083,-0.152,0.995,-7.690,1.099,5.188
0.098,-0.168,1.000,-3.845,3.174,1.465
0.102,-0.141,0.993,-0.977,4.761,-3.174
0.105,-0.102,0.989,2.380,6.348,-6.958
0.110,-0.056,0.980,4.822,7.263,-7.751
0.118,-0.016,0.976,4.395,7.141,-6.653
0.114,0.002,0.974,0.977,6.775,-5.737
0.106,0.004,0.974,-4.700,6.226,-4.883
0.102,-0.014,0.968,-8.850,4.944,-3.174
0.101,-0.029,0.956,-9.888,3.235,-1.099
0.102,-0.040,0.954,-8.789,2.075,0.366
0.099,-0.054,0.955,-6.897,1.282,1.160
0.103,-0.059,0.956,-6.409,0.549,1.404
0.101,-0.090,0.961,-6.287,0.488,-0.122
0.093,-0.087,0.977,-4.639,0.366,-0.061
0.101,-0.075,0.987,-2.747,-0.183,1.282
0.097,-0.068,0.994,-1.526,-0.366,0.732
0.093,-0.067,0.995,-1.709,-0.122,-0.488
0.093,-0.068,0.989,-2.625,-0.366,-0.732
0.094,-0.063,0.984,-2.380,-0.427,-0.244
0.092,-0.056,0.987,-1.160,0.305,-0.366
0.086,-0.041,0.992,-1.160,1.099,-0.427
0.085,-0.041,0.994,-1.953,1.526,0.122
0.085,-0.056,0.989,-3.418,1.465,0.793
0.086,-0.070,0.983,-4.333,1.587,1.526
0.088,-0.076,0.980,-4.517,2.258,1.831
