aX,aY,aZ,gX,gY,gZ
-0.082,0.141,1.146,40.527,31.677,-50.659
-0.091,0.206,1.114,38.452,27.710,-49.927
-0.094,0.218,1.084,27.161,23.437,-46.021
-0.104,0.202,1.059,4.517,17.761,-40.771
-0.115,0.151,1.044,-18.860,12.329,-34.424
-0.124,0.054,1.045,-34.119,8.179,-26.245
-0.118,-0.044,1.039,-41.138,4.395,-16.968
-0.112,-0.114,1.027,-39.612,1.892,-9.583
-0.118,-0.181,1.027,-28.931,0.610,-5.615
-0.089,-0.226,1.012,-17.029,-0.854,-4.639
-0.079,-0.226,0.999,-7.751,-2.747,-6.042
-0.066,-0.205,1.001,5.188,-2.991,-9.888
-0.064,-0.142,1.019,14.343,-2.380,-16.724
-0.083,-0.044,1.024,12.268,-2.869,-25.330
-0.100,0.049,1.016,3.723,-5.005,-29.968
-0.103,0.108,0.996,-3.967,-6.287,-29.358
-0.100,0.105,0.975,-10.498,-5.554,-24.292
-0.093,0.055,0.956,-16.785,-2.808,-17.944
-0.088,0.004,0.952,-20.081,1.221,-12.695
-0.091,-0.033,0.967,-18.616,5.554,-9.399
-0.096,-0.070,0.991,-13.916,9.033,-7.324
-0.101,-0.083,1.009,-9.399,10.254,-5.310
-0.100,-0.088,1.019,-4.700,10.437,-4.333
-0.096,-0.092,1.022,0.916,10.132,-3.357
-0.093,-0.091,1.019,3.235,9.277,-2.686
-0.084,-0.093,1.011,3.662,8.179,-2.380
-0.080,-0.097,1.005,4.700,7.507,-1.831
-0.083,-0.099,1.002,2.625,6.653,-2.136
-0.088,-0.096,1.000,-1.282,5.859,-2.136
-0.093,-0.100,0.994,-3.357,4.944,-0.916
-0.090,-0.116,0.992,-3.479,4.578,1.099
-0.084,-0.132,0.986,-2.808,4.456,3.540
-0.081,-0.143,0.981,-2.869,4.517,4.883
-0.076,-0.140,0.982,-2.197,4.700,5.188
-0.074,-0.132,0.986,-0.854,5.615,5.005
-0.078,-0.120,0.995,-1.099,6.042,4.822
-0.082,-0.111,1.007,-2.747,5.737,4.639
-0.083,-0.112,1.020,-4.028,4.761,5.493
-0.081,-0.120,1.022,-4.761,3.113,6.775
-0.081,-0.128,1.019,-5.676,1.648,7.507
-0.086,-0.140,1.014,-6.226,0.916,7.996
-0.089,-0.153,1.016,-4.883,0.549,8.789
-0.091,-0.169,1.018,-2.625,0.366,10.071
-0.090,-0.185,1.017,-1.221,0.244,10.437
-0.094,-0.175,1.013,-0.793,0.305,9.888
-0.096,-0.164,1.008,0.183,0.427,9.583
-0.100,-0.156,1.009,1.160,0.854,10.193
-0.097,-0.145,1.014,1.648,1.038,10.864
-0.099,-0.138,1.014,0.488,1.160,11.475
-0.095,-0.127,1.010,-1.526,1.404,10.498
-0.095,-0.135,1.004,-2.441,1.892,9.155
-0.092,-0.149,1.000,-2.991,2.380,7.568
-0.091,-0.156,0.989,-1.892,3.540,6.165
-0.090,-0.160,0.984,0.122,4.517,4.272
-0.087,-0.157,0.983,1.343,5.554,2.441
-0.088,-0.158,0.989,2.502,6.042,1.221
-0.086,-0.159,0.991,2.869,6.104,0.671
-0.081,-0.165,0.987,2.441,5.798,0.671
-0.074,-0.177,0.978,2.808,5.249,1.160
-0.071,-0.184,0.976,3.967,5.127,1.953
-0.072,-0.183,0.979,5.005,5.493,2.075
-0.072,-0.178,0.980,5.615,5.554,1.953
-0.072,-0.173,0.979,4.944,5.432,2.075
-0.075,-0.174,0.979,3.967,5.371,2.258
-0.077,-0.186,0.982,3.845,5.493,3.052
-0.075,-0.193,0.984,3.723,5.310,3.601
-0.073,-0.196,0.984,3.113,4.700,3.540
-0.073,-0.196,0.987,2.075,4.150,3.357
-0.073,-0.191,0.987,1.465,3.662,2.747
-0.074,-0.186,0.985,0.671,3.174,2.319
-0.075,-0.182,0.986,-0.183,2.686,2.075
-0.076,-0.177,0.987,-1.282,2.075,2.197
-0.078,-0.178,0.989,-1.282,1.892,2.747
-0.078,-0.182,0.987,-1.404,1.465,3.113
-0.076,-0.184,0.977,-1.770,1.099,3.296
-0.076,-0.186,0.976,-1.465,0.977,3.296
-0.163,1.178,1.227,30.151,20.264,5.737
-0.151,1.031,1.147,9.033,8.972,23.621
-0.099,0.748,1.039,-11.353,-0.977,44.556
-0.053,0.439,0.987,-26.550,-6.348,62.195
-0.031,0.178,0.993,-27.466,-6.592,73.425
-0.013,-0.024,1.029,-15.503,-5.737,82.214
0.020,-0.145,1.086,0.000,-4.517,87.341
0.045,-0.174,1.124,12.573,-4.456,87.524
0.067,-0.176,1.152,25.696,-5.981,89.233
0.106,-0.205,1.172,35.400,-10.132,95.764
0.166,-0.254,1.163,37.720,-16.541,104.126
0.211,-0.324,1.179,33.325,-23.743,110.413
0.232,-0.411,1.199,27.405,-30.457,113.770
0.264,-0.511,1.195,24.597,-37.109,117.249
0.279,-0.597,1.180,24.597,-43.762,119.995
0.288,-0.674,1.133,24.719,-48.950,119.812
0.283,-0.719,1.073,22.766,-52.917,118.347
0.256,-0.781,1.025,19.714,-55.176,120.544
0.263,-0.914,0.964,13.916,-56.580,126.099
0.262,-1.122,0.885,3.113,-58.105,128.906
0.271,-1.412,0.795,-13.184,-58.899,125.122
0.218,-1.688,0.694,-34.668,-59.265,115.479
0.169,-1.943,0.635,-48.523,-57.129,98.083
0.128,-2.073,0.574,-57.373,-51.758,75.012
0.105,-2.110,0.556,-54.626,-42.603,47.974
0.067,-2.081,0.581,-43.152,-32.715,20.447
0.048,-1.985,0.581,-27.222,-23.743,-6.104
0.063,-1.841,0.536,-10.193,-15.747,-31.189
0.077,-1.582,0.521,4.333,-8.301,-54.871
0.056,-1.266,0.561,17.944,0.244,-75.806
0.027,-0.968,0.626,29.541,7.629,-90.576
0.005,-0.695,0.685,34.485,12.207,-98.755
-0.006,-0.459,0.711,31.128,15.381,-101.868
0.000,-0.262,0.714,20.142,18.066,-102.478
0.013,-0.098,0.706,6.104,21.118,-102.295
0.027,0.012,0.719,-3.113,25.696,-101.257
0.047,0.093,0.745,-4.150,31.616,-99.426
0.051,0.174,0.805,-2.136,37.720,-98.389
0.039,0.250,0.890,0.671,43.274,-98.267
0.016,0.317,0.978,5.554,47.241,-97.107
-0.011,0.372,1.060,12.451,50.110,-93.872
-0.041,0.395,1.130,18.738,51.147,-88.135
-0.055,0.417,1.177,21.912,49.866,-81.421
-0.065,0.411,1.193,20.203,46.875,-73.486
-0.079,0.381,1.195,14.465,42.114,-64.392
-0.077,0.331,1.194,7.446,36.926,-55.237
-0.072,0.294,1.167,0.244,32.288,-46.570
-0.080,0.277,1.154,-7.141,28.137,-39.307
-0.090,0.249,1.145,-14.343,24.658,-33.325
-0.096,0.183,1.137,-23.376,19.714,-26.550
-0.095,0.095,1.133,-29.419,15.381,-20.813
-0.092,-0.002,1.127,-32.043,10.803,-16.907
-0.090,-0.084,1.123,-30.640,6.409,-15.808
-0.090,-0.138,1.119,-21.973,2.197,-15.381
-0.088,-0.177,1.112,-9.827,-1.221,-15.442
-0.084,-0.194,1.092,-0.549,-4.211,-16.724
-0.079,-0.198,1.076,5.920,-7.019,-18.677
-0.071,-0.187,1.052,11.536,-8.301,-19.775
-0.058,-0.157,1.012,15.137,-7.385,-21.118
-0.058,-0.093,0.968,16.724,-3.784,-22.949
-0.060,-0.052,0.936,14.282,1.099,-22.949
-0.070,-0.029,0.927,4.517,4.700,-21.057
-0.078,-0.034,0.929,-6.348,6.836,-18.433
-0.088,-0.060,0.945,-12.634,7.874,-15.076
-0.092,-0.099,0.962,-15.320,7.996,-11.230
-0.083,-0.120,0.964,-14.954,7.324,-9.033
-0.084,-0.124,0.967,-10.010,7.202,-8.484
-0.085,-0.095,0.967,-2.258,7.629,-9.399
-0.070,-0.047,0.967,4.822,7.629,-10.559
-0.076,0.003,0.967,8.423,8.423,-9.888
-0.093,0.040,0.976,9.033,8.850,-6.897
-0.073,0.055,0.986,10.437,10.010,-2.869
-0.073,0.039,0.989,7.874,9.521,2.625
-0.057,-0.016,0.991,2.869,9.033,8.545
-0.043,-0.075,0.994,-3.662,8.362,13.306
-0.038,-0.133,1.000,-11.536,7.996,13.062
-0.041,-0.161,1.007,-16.602,8.606,9.949
-0.043,-0.170,1.022,-14.343,9.705,7.263
-0.046,-0.171,1.041,-7.080,10.864,5.188
-0.051,-0.172,1.053,0.671,11.353,3.723
-0.064,-0.155,1.059,6.287,10.803,2.686
-0.067,-0.138,1.055,9.644,9.583,1.831
-0.071,-0.109,1.046,9.277,7.141,1.038
-0.075,-0.077,1.040,5.371,4.700,0.854
-0.082,-0.060,1.039,-0.977,2.075,1.709
-0.083,-0.075,1.032,-8.484,-0.793,3.845
-0.078,-0.106,1.022,-13.733,-3.357,6.958
-0.073,-0.133,1.006,-14.526,-4.761,10.071
-0.067,-0.154,0.995,-11.780,-4.883,12.329
-0.064,-0.165,0.986,-8.667,-4.456,14.160
-0.068,-0.161,0.983,-5.859,-3.479,15.137
-0.075,-0.158,0.990,-2.930,-2.319,15.137
-0.076,-0.145,0.987,-1.404,-1.099,13.855
-0.082,-0.130,0.983,0.183,0.244,12.451
-0.086,-0.124,0.987,1.953,2.075,11.108
-0.085,-0.129,0.990,1.770,3.418,9.583
-0.083,-0.149,0.989,0.671,4.272,7.690
-0.081,-0.157,0.989,0.000,4.639,5.005
-0.075,-0.161,0.984,-0.488,5.005,2.197
-0.071,-0.162,0.983,0.488,5.432,0.366
-0.065,-0.163,0.979,1.831,5.249,-0.305
-0.058,-0.165,0.975,2.747,5.188,-0.488
-0.053,-0.165,0.979,3.418,5.432,0.122
-0.050,-0.169,0.991,3.418,5.554,0.977
-0.053,-0.172,1.001,3.052,5.859,1.953
-0.053,-0.173,1.010,2.502,5.432,2.686
-0.052,-0.170,1.010,1.282,4.761,2.808
-0.049,-0.175,1.003,1.221,4.517,2.991
-0.047,-0.184,1.001,1.282,4.333,3.296
-0.045,-0.187,1.001,0.854,4.333,3.296
-0.045,-0.189,1.001,1.221,4.333,3.235
-0.048,-0.188,1.001,2.502,4.333,3.174
-0.047,-0.187,1.001,3.052,4.028,3.113
-0.047,-0.184,1.001,2.319,3.296,3.052
-0.053,-0.185,1.001,2.380,2.625,2.869
-0.056,-0.186,1.000,2.563,1.831,2.930
-0.052,-0.189,0.996,2.502,1.038,3.418
-0.054,-0.191,0.989,1.831,0.244,3.540
-0.058,-0.193,0.985,0.244,-0.244,3.418
-0.106,1.942,1.524,112.915,54.260,-82.031
-0.271,2.183,1.729,124.390,50.720,-63.110
-0.315,2.168,1.686,104.248,31.494,-21.545
-0.215,1.844,1.467,55.969,1.892,35.522
-0.041,1.231,1.172,-0.916,-24.719,88.196
0.061,0.491,0.979,-43.762,-39.551,126.587
0.162,-0.196,0.924,-59.509,-43.457,149.841
0.201,-0.629,0.940,-58.350,-39.063,156.982
0.224,-0.825,0.980,-38.635,-32.104,148.010
0.225,-0.880,1.026,-8.118,-25.024,134.094
0.225,-0.874,1.070,22.644,-21.973,125.610
0.250,-0.863,1.068,41.504,-24.902,122.253
0.291,-0.883,1.027,40.466,-32.166,121.582
0.326,-0.946,0.980,25.696,-39.185,120.972
0.345,-1.021,0.954,9.705,-42.786,119.568
0.333,-1.108,0.970,-2.930,-43.945,115.784
0.313,-1.192,0.974,-11.536,-44.189,110.718
0.288,-1.243,0.966,-13.306,-43.457,105.469
0.251,-1.282,0.942,-9.277,-41.687,98.145
0.216,-1.290,0.885,-6.531,-40.344,88.074
0.173,-1.262,0.813,-4.333,-39.124,76.172
0.111,-1.233,0.761,-0.732,-37.292,64.880
0.094,-1.222,0.705,3.967,-35.522,55.542
0.077,-1.235,0.663,7.507,-33.997,48.401
0.058,-1.284,0.633,10.437,-31.189,39.490
0.051,-1.330,0.607,8.606,-28.748,27.344
0.041,-1.327,0.584,5.310,-25.208,13.428
0.025,-1.295,0.573,2.441,-20.020,-1.404
0.008,-1.244,0.567,-1.709,-14.282,-16.052
0.003,-1.142,0.567,-4.272,-8.972,-27.466
-0.005,-1.019,0.612,-0.488,-3.662,-34.607
-0.026,-0.869,0.662,4.700,1.648,-41.626
-0.026,-0.722,0.695,7.141,6.531,-47.424
-0.039,-0.583,0.722,6.653,11.353,-50.537
-0.044,-0.474,0.738,3.723,16.724,-50.537
-0.050,-0.373,0.758,-0.061,22.827,-50.964
-0.063,-0.291,0.790,-2.808,28.076,-52.429
-0.069,-0.213,0.823,-3.906,32.043,-53.894
-0.070,-0.132,0.848,-5.615,34.119,-54.199
-0.070,-0.077,0.875,-7.874,35.278,-53.406
-0.056,-0.081,0.905,-7.751,35.645,-50.354
-0.025,-0.122,0.926,-5.615,35.461,-45.166
0.006,-0.131,0.944,-7.629,34.485,-45.044
0.005,-0.106,0.968,-14.343,34.546,-50.476
-0.005,-0.048,1.003,-16.724,36.011,-56.946
-0.027,0.028,1.048,-13.977,36.987,-59.509
-0.055,0.085,1.096,-9.033,36.499,-57.983
-0.065,0.128,1.136,-5.920,33.752,-53.833
-0.083,0.141,1.150,-7.263,28.320,-48.096
-0.086,0.137,1.138,-11.780,22.095,-42.542
-0.085,0.107,1.113,-17.578,15.869,-36.987
-0.075,0.055,1.087,-20.203,11.658,-32.349
-0.078,-0.013,1.074,-19.409,8.667,-28.809
-0.065,-0.072,1.062,-12.756,7.080,-25.696
-0.047,-0.109,1.052,-7.629,5.432,-26.306
-0.049,-0.091,1.042,-6.775,3.967,-29.968
-0.063,-0.075,1.040,-7.263,2.808,-33.691
-0.051,-0.057,1.032,-6.287,2.197,-34.485
-0.050,-0.053,1.017,-5.737,1.465,-31.738
-0.046,-0.066,1.009,-5.981,1.709,-28.137
-0.047,-0.075,1.003,-10.376,1.892,-25.391
-0.037,-0.079,0.986,-16.174,2.991,-24.170
-0.039,-0.074,0.973,-21.301,4.761,-24.109
-0.054,-0.064,0.976,-25.391,6.653,-24.963
-0.057,-0.081,0.982,-26.611,7.812,-23.804
-0.057,-0.082,0.985,-23.437,7.812,-22.156
-0.057,-0.072,0.982,-15.808,7.996,-21.057
-0.058,-0.042,0.976,-7.812,8.423,-20.508
-0.056,-0.011,0.959,-2.380,8.240,-20.142
-0.051,0.020,0.948,2.625,8.850,-18.188
-0.054,0.049,0.951,6.165,10.010,-15.503
-0.049,0.057,0.964,4.883,11.047,-12.451
-0.047,0.054,0.980,-0.854,10.864,-8.667
-0.048,0.028,1.000,-6.653,10.498,-5.188
-0.045,-0.002,1.025,-11.047,10.010,-2.014
-0.039,-0.024,1.043,-13.184,9.033,0.854
-0.035,-0.046,1.057,-12.512,8.240,2.380
-0.037,-0.060,1.060,-11.292,7.202,2.686
-0.037,-0.054,1.057,-8.240,6.348,2.747
-0.040,-0.042,1.053,-4.150,5.981,2.563
-0.047,-0.032,1.053,-0.610,5.615,2.747
-0.055,-0.031,1.050,0.671,4.700,3.479
-0.061,-0.033,1.045,-0.183,3.723,4.395
-0.062,-0.036,1.039,-1.343,3.052,5.920
-0.065,-0.048,1.035,-2.319,2.014,8.362
-0.067,-0.069,1.033,-3.906,1.404,10.437
-0.067,-0.093,1.032,-4.822,0.854,12.451
-0.068,-0.119,1.042,-3.845,0.854,14.343
-0.062,-0.144,1.044,-1.526,0.671,16.174
-0.062,-0.163,1.044,0.610,0.061,16.785
-0.056,-0.172,1.033,1.282,-0.305,15.930
-0.055,-0.177,1.026,2.197,-0.427,14.832
-0.059,-0.178,1.021,2.747,0.000,13.367
-0.055,-0.173,1.014,3.174,0.488,12.695
-0.057,-0.170,1.005,3.418,0.977,11.536
-0.057,-0.165,0.994,4.089,1.831,9.705
-0.060,-0.165,0.989,4.761,2.686,8.606
-0.059,-0.173,0.987,4.578,3.113,7.812
-0.051,-0.181,0.977,3.540,2.991,6.958
-0.046,-0.189,0.970,2.747,3.296,5.920
-0.042,-0.202,0.974,3.052,3.845,4.578
-0.037,-0.224,0.986,4.333,4.517,4.150
-0.032,-0.231,0.989,5.737,4.456,3.784
-0.029,-0.225,0.989,5.066,4.456,2.441
-0.030,-0.218,0.987,4.395,4.333,1.160
-0.027,-0.218,0.982,4.700,4.211,1.038
-0.022,-0.217,0.977,5.371,4.150,1.526
-0.022,-0.216,0.974,5.493,4.211,1.648
-0.025,-0.209,0.970,3.967,4.272,1.160
-0.029,-0.200,0.968,1.343,4.211,0.671
-0.033,-0.198,0.969,-0.549,4.028,0.793
-0.035,-0.199,0.968,-0.854,4.028,1.038
-0.032,-0.198,0.968,-1.038,3.845,1.343
-0.034,-0.191,0.974,-1.587,3.784,1.343
-0.035,-0.182,0.978,-2.197,3.479,1.221
-0.031,-0.185,0.977,-2.258,2.686,1.587
-0.030,-0.185,0.978,-3.174,2.014,1.831
-0.029,-0.186,0.979,-3.418,1.770,1.526
-0.031,-0.184,0.977,-2.747,1.587,0.854
-0.146,1.362,1.278,10.254,25.024,-13.245
-0.169,1.269,1.265,1.343,17.700,12.756
-0.143,1.048,1.191,-5.005,6.775,46.326
-0.088,0.718,1.097,-9.094,-2.258,79.956
-0.015,0.337,1.041,-11.841,-7.935,105.591
0.047,-0.051,1.023,-11.841,-9.277,118.347
0.096,-0.364,1.034,-8.972,-8.057,118.408
0.103,-0.541,1.071,-2.258,-6.287,111.206
0.118,-0.626,1.104,8.911,-5.310,102.478
0.135,-0.686,1.126,23.743,-6.287,98.206
0.147,-0.757,1.133,35.034,-9.277,97.778
0.187,-0.856,1.092,37.903,-14.160,98.450
0.218,-0.935,1.034,29.358,-20.020,96.680
0.248,-0.999,0.974,18.799,-23.621,91.675
0.230,-1.054,0.927,10.925,-24.658,85.632
0.218,-1.127,0.900,8.118,-23.010,79.773
0.197,-1.190,0.881,5.127,-21.179,74.280
0.180,-1.255,0.866,3.845,-19.287,67.139
0.131,-1.278,0.835,-0.183,-18.127,56.763
0.105,-1.303,0.807,-1.709,-16.235,44.617
0.076,-1.303,0.792,-2.502,-15.015,33.936
0.058,-1.302,0.770,-1.526,-13.672,23.804
0.057,-1.288,0.742,0.977,-12.451,12.939
0.061,-1.257,0.722,4.639,-10.315,1.953
0.059,-1.183,0.716,6.531,-7.751,-10.010
0.058,-1.094,0.728,5.920,-5.676,-21.362
0.046,-1.000,0.751,4.333,-3.723,-31.677
0.039,-0.906,0.773,4.272,-2.136,-40.466
0.035,-0.807,0.790,6.226,-1.221,-46.814
0.027,-0.700,0.810,10.254,0.305,-52.429
0.021,-0.581,0.826,12.695,1.831,-57.312
0.027,-0.471,0.834,13.428,3.052,-60.547
0.038,-0.347,0.829,14.404,5.432,-62.500
0.041,-0.216,0.830,15.320,9.705,-65.247
0.040,-0.095,0.848,11.353,15.137,-68.237
0.030,0.002,0.885,3.540,19.714,-70.801
0.038,0.075,0.916,-5.005,22.522,-72.083
0.039,0.147,0.944,-11.414,23.926,-73.181
0.029,0.182,0.986,-14.465,25.146,-73.547
0.021,0.204,1.033,-12.085,25.574,-72.083
0.019,0.229,1.066,-6.226,24.902,-70.618
0.010,0.299,1.080,2.258,23.743,-69.763
-0.004,0.390,1.094,14.709,23.376,-67.871
-0.031,0.494,1.109,25.635,23.376,-62.561
-0.054,0.564,1.118,25.940,21.790,-53.467
-0.073,0.578,1.127,15.808,18.372,-42.114
-0.086,0.540,1.129,1.343,13.428,-29.175
-0.090,0.456,1.115,-10.559,8.606,-15.747
-0.091,0.346,1.099,-16.418,4.883,-3.479
-0.082,0.232,1.081,-17.639,2.380,6.531
-0.069,0.120,1.067,-16.968,0.854,13.611
-0.055,0.000,1.080,-14.648,-0.183,15.930
-0.062,-0.074,1.087,-14.160,-1.831,14.282
-0.071,-0.106,1.086,-15.137,-4.272,10.925
-0.075,-0.122,1.071,-12.573,-6.104,8.545
-0.074,-0.145,1.047,-8.728,-7.690,8.301
-0.058,-0.171,1.020,-6.897,-8.240,9.521
-0.045,-0.197,1.002,-6.714,-8.057,9.949
-0.041,-0.231,0.993,-7.263,-6.226,9.460
-0.037,-0.236,0.975,-7.080,-3.418,8.423
-0.035,-0.231,0.962,-4.517,0.305,6.775
-0.039,-0.220,0.960,-1.404,3.662,5.981
-0.042,-0.213,0.966,-0.244,5.798,6.104
-0.042,-0.215,0.967,-0.122,6.470,6.165
-0.037,-0.214,0.965,0.061,6.348,6.042
-0.032,-0.210,0.959,0.061,6.104,5.615
-0.031,-0.205,0.955,-0.244,6.042,4.822
-0.030,-0.196,0.956,0.122,6.409,4.150
-0.025,-0.199,0.966,1.221,6.775,4.028
-0.024,-0.213,0.982,1.709,6.836,3.845
-0.019,-0.220,0.989,1.038,6.165,3.113
-0.016,-0.227,0.990,-0.183,5.188,2.258
-0.012,-0.217,0.989,0.305,4.639,1.587
-0.013,-0.208,0.993,2.686,4.578,1.343
-0.013,-0.195,0.999,4.822,4.517,1.221
-0.014,-0.181,1.001,6.104,4.517,1.404
-0.018,-0.152,1.003,6.531,4.150,1.831
-0.023,-0.137,1.006,5.798,3.723,2.808
-0.028,-0.137,1.008,2.563,2.563,4.028
-0.032,-0.143,1.010,-1.038,1.221,5.493
-0.033,-0.147,1.012,-3.723,-0.061,7.080
-0.036,-0.151,1.011,-5.066,-1.221,8.118
-0.038,-0.155,1.007,-5.005,-2.136,8.911
-0.036,-0.152,1.001,-4.395,-2.625,9.949
-0.033,-0.147,0.997,-3.357,-2.686,10.620
-0.037,-0.138,0.998,-1.343,-2.258,11.719
-0.043,-0.127,1.001,-1.404,-1.587,12.512
-0.047,-0.126,1.003,-1.343,-0.977,13.489
-0.046,-0.130,1.000,-0.427,-0.366,13.123
-0.043,-0.151,0.993,-0.488,0.793,11.597
-0.044,-0.176,0.982,-1.343,2.075,9.705
-0.044,-0.193,0.973,-1.465,4.028,7.080
-0.048,-0.193,0.974,0.427,5.737,4.272
-0.054,-0.195,0.986,3.967,7.202,1.953
-0.055,-0.193,0.990,5.920,7.751,0.305
-0.049,-0.193,0.987,5.432,7.324,-0.610
-0.044,-0.194,0.977,4.272,6.409,-0.977
-0.037,-0.198,0.976,3.418,5.798,-0.854
-0.034,-0.201,0.978,2.319,5.188,-0.122
-0.028,-0.202,0.976,0.732,4.822,0.488
-0.027,-0.203,0.979,1.404,4.822,1.465
-0.027,-0.207,0.984,2.258,5.188,2.075
-0.030,-0.203,0.988,1.404,5.310,2.136
-0.030,-0.205,0.991,1.648,5.188,2.258
-0.026,-0.212,0.990,2.441,5.066,2.563
-0.024,-0.213,0.989,1.404,4.395,2.441
-0.023,-0.211,0.990,0.427,3.906,2.075
-0.025,-0.206,0.996,1.099,3.601,1.770
-0.026,-0.205,1.001,2.625,3.235,1.770
-0.022,-0.204,1.001,3.174,2.319,1.648
-0.020,-0.195,1.000,3.723,1.526,1.953
-0.019,-0.188,1.000,3.662,1.038,1.892
-0.022,-0.181,0.998,1.465,0.549,1.770
-0.023,-0.181,0.994,-1.404,-0.122,1.831
-0.024,-0.183,0.991,-3.784,-0.671,2.014
-0.025,-0.192,0.989,-5.249,-0.977,1.770
-0.026,-0.208,0.980,-5.005,-0.916,1.709
-0.024,-0.217,0.969,-3.967,-0.122,1.282
-0.026,-0.218,0.960,-1.953,1.160,0.854
-0.058,1.658,1.363,78.064,46.082,-62.195
-0.196,1.885,1.537,95.886,45.715,-37.903
-0.254,1.885,1.576,83.008,33.447,-0.793
-0.222,1.592,1.468,41.748,10.742,48.828
-0.095,1.068,1.254,-8.362,-13.062,95.886
0.011,0.440,1.103,-38.940,-28.992,133.240
0.111,-0.118,0.996,-45.898,-34.180,152.954
0.161,-0.503,0.943,-40.955,-32.166,156.250
0.192,-0.747,0.934,-23.071,-25.391,148.743
0.203,-0.871,0.965,1.709,-18.311,139.709
0.213,-0.936,1.007,21.851,-14.587,132.019
0.228,-0.977,1.033,27.466,-16.602,125.366
0.254,-1.026,1.020,17.517,-22.766,118.896
0.276,-1.114,0.995,3.479,-29.419,113.647
0.299,-1.228,0.965,-6.775,-33.630,109.558
0.316,-1.326,0.937,-11.353,-34.790,105.530
0.313,-1.389,0.914,-10.132,-32.898,98.083
0.291,-1.414,0.896,-6.104,-29.297,86.731
0.264,-1.398,0.868,-1.465,-24.719,72.632
0.222,-1.351,0.842,2.808,-20.447,55.237
0.177,-1.298,0.815,7.324,-17.090,38.208
0.143,-1.248,0.786,12.085,-15.015,23.315
0.117,-1.171,0.760,16.968,-13.794,10.010
0.100,-1.072,0.744,21.606,-13.062,-1.221
0.075,-0.981,0.737,22.278,-12.817,-10.254
0.063,-0.902,0.733,17.944,-12.939,-16.724
0.057,-0.841,0.724,12.268,-13.428,-20.691
0.050,-0.774,0.713,5.188,-13.184,-23.743
0.047,-0.710,0.708,-1.221,-11.780,-25.391
0.045,-0.643,0.711,-4.517,-9.338,-24.658
0.046,-0.587,0.719,-5.676,-5.615,-22.400
0.037,-0.533,0.752,-5.127,-0.366,-18.555
0.034,-0.510,0.782,-2.747,5.371,-13.306
0.035,-0.509,0.814,-2.258,11.780,-10.986
0.040,-0.530,0.850,-2.014,18.311,-11.108
0.057,-0.546,0.873,0.366,23.621,-15.747
0.075,-0.523,0.881,5.493,27.527,-24.292
0.084,-0.466,0.895,9.705,30.212,-35.522
0.075,-0.398,0.921,8.972,31.433,-48.035
0.058,-0.331,0.944,5.554,31.250,-58.777
0.045,-0.251,0.957,4.395,30.334,-64.270
0.032,-0.180,0.970,3.113,28.625,-65.796
0.021,-0.137,0.990,-1.953,25.818,-65.430
0.022,-0.143,1.007,-7.568,22.095,-62.744
0.031,-0.172,1.005,-13.916,17.212,-61.340
0.032,-0.171,0.995,-19.775,12.756,-63.904
0.031,-0.148,0.983,-19.104,10.132,-66.956
0.028,-0.111,0.982,-11.780,9.399,-68.665
0.030,-0.074,0.984,-6.775,9.216,-70.374
0.014,-0.031,0.989,-6.226,9.033,-71.167
-0.003,0.008,0.988,-2.869,9.521,-69.824
-0.013,0.048,0.998,2.197,10.803,-66.895
-0.026,0.111,1.013,3.723,11.475,-64.392
-0.044,0.186,1.035,1.709,11.230,-62.622
-0.062,0.258,1.053,-3.357,10.071,-60.669
-0.072,0.310,1.061,-9.521,7.751,-55.969
-0.073,0.339,1.058,-16.846,5.066,-48.279
-0.073,0.340,1.050,-25.452,3.235,-39.490
-0.063,0.301,1.044,-31.677,2.563,-30.151
-0.056,0.245,1.045,-35.217,2.686,-20.874
-0.056,0.197,1.055,-35.034,3.662,-13.062
-0.053,0.135,1.062,-31.860,5.066,-6.531
-0.050,0.087,1.065,-27.405,5.493,-1.343
-0.043,0.032,1.069,-20.203,5.981,3.174
-0.035,-0.027,1.067,-12.085,5.920,6.775
-0.033,-0.067,1.062,-8.118,5.188,7.324
-0.033,-0.103,1.054,-7.263,4.578,5.676
-0.036,-0.130,1.040,-6.897,3.906,3.723
-0.036,-0.132,1.021,-4.089,3.601,2.747
-0.036,-0.124,1.004,1.160,4.333,1.953
-0.040,-0.109,0.996,3.601,4.944,0.977
-0.044,-0.086,0.991,2.136,5.066,1.160
-0.043,-0.094,0.997,0.122,4.761,2.441
-0.037,-0.131,0.991,-3.845,4.089,4.456
-0.026,-0.160,0.980,-7.935,3.113,6.165
-0.018,-0.182,0.978,-7.263,2.991,6.836
-0.017,-0.206,0.987,-4.211,3.479,7.019
-0.017,-0.206,0.996,-1.343,3.662,6.470
-0.013,-0.213,0.998,2.319,3.479,5.676
-0.018,-0.212,1.000,4.761,2.991,5.005
-0.021,-0.194,0.999,5.798,2.808,4.700
-0.027,-0.173,1.001,6.531,2.625,4.761
-0.031,-0.157,1.007,4.700,1.709,4.944
-0.036,-0.141,1.009,0.183,0.732,5.615
-0.036,-0.138,1.010,-2.869,0.061,7.507
-0.032,-0.143,1.011,-4.761,-0.732,9.460
-0.025,-0.153,1.010,-6.226,-1.343,10.803
-0.019,-0.166,1.004,-6.409,-1.587,11.902
-0.016,-0.173,1.001,-5.310,-1.221,12.329
