aX,aY,aZ,gX,gY,gZ
-0.133,-0.102,0.965,2.563,1.770,2.502
-0.134,-0.104,0.972,1.465,1.465,2.319
-0.136,-0.100,0.978,0.366,1.160,2.075
-0.136,-0.104,0.981,0.000,1.160,2.258
-0.135,-0.109,0.981,-0.122,1.038,2.991
-0.135,-0.108,0.978,-0.183,0.671,3.479
-0.137,-0.108,0.979,-0.610,0.610,3.357
-0.137,-0.108,0.984,-1.160,0.732,3.479
-0.139,-0.111,0.990,-1.526,0.732,3.357
-0.141,-0.107,0.999,-1.648,0.793,3.479
-0.143,-0.107,1.001,-1.221,0.916,3.357
-0.145,-0.106,1.001,-0.732,1.099,3.357
-0.141,-0.107,1.002,-0.061,1.404,3.418
-0.143,-0.106,1.005,0.549,1.404,3.540
-0.142,-0.106,1.005,0.366,0.977,3.662
-0.146,-0.108,1.005,0.610,0.061,4.333
-0.142,-0.112,1.002,0.671,-0.183,4.700
-0.142,-0.114,1.000,0.854,0.122,4.883
-0.140,-0.119,0.998,1.465,0.610,4.944
-0.138,-0.119,0.993,1.709,1.282,4.700
-0.137,-0.118,0.991,1.648,1.892,4.150
-0.139,-0.121,0.988,1.892,2.563,3.662
-0.138,-0.122,0.988,1.953,2.930,3.357
-0.137,-0.123,0.989,1.892,3.357,3.418
-0.133,-0.119,0.991,1.892,3.540,3.479
-0.132,-0.119,0.998,2.258,3.662,3.601
-0.130,-0.119,0.996,2.441,3.357,3.662
-0.130,-0.116,0.999,2.441,3.357,3.723
-0.132,-0.118,1.000,2.319,3.052,3.845
-0.131,-0.120,1.000,2.319,2.808,3.845
-0.132,-0.124,1.000,2.380,2.258,3.906
-0.130,-0.127,0.996,2.136,1.831,3.845
-0.130,-0.127,0.987,1.648,1.465,3.662
-0.131,-0.129,0.983,2.014,1.099,3.662
-0.128,-0.126,0.971,2.075,0.854,3.784
-0.129,-0.124,0.969,1.526,0.549,3.723
-0.133,-0.130,0.978,1.221,0.610,3.601
-0.136,-0.132,0.984,0.549,0.916,3.418
-0.132,-0.132,0.985,0.977,0.854,2.991
-0.203,-0.331,2.662,58.960,64.575,71.655
-0.529,-0.706,3.202,178.467,83.923,83.984
-0.469,-0.764,3.148,148.132,69.946,67.871
-0.247,-0.553,2.814,49.805,26.489,27.588
-0.141,-0.432,2.446,3.113,-25.085,-12.817
-0.075,-0.333,2.111,-25.085,-61.279,-34.424
-0.032,-0.226,1.838,-38.818,-80.627,-41.870
-0.013,-0.159,1.640,-30.945,-96.008,-41.321
-0.002,-0.088,1.483,-20.142,-107.788,-42.542
0.018,-0.015,1.296,-14.832,-116.882,-46.875
0.029,0.053,1.094,-11.047,-125.305,-50.110
0.040,0.121,0.876,-9.766,-132.507,-49.866
0.013,0.153,0.642,-8.606,-136.475,-47.729
0.007,0.156,0.431,-6.775,-140.625,-43.457
0.011,0.127,0.232,-5.554,-144.043,-37.292
0.011,0.103,0.045,-5.127,-144.043,-28.870
0.014,0.074,-0.087,-3.052,-139.282,-18.616
0.008,0.072,-0.184,3.479,-127.991,-7.629
-0.012,0.052,-0.253,15.747,-110.840,-0.488
-0.048,0.038,-0.278,29.114,-90.210,5.005
-0.078,0.027,-0.246,41.382,-69.214,10.559
-0.121,0.009,-0.181,52.002,-50.842,16.235
-0.133,-0.027,-0.130,55.847,-37.170,20.508
-0.136,-0.058,-0.118,51.270,-27.344,22.156
-0.129,-0.109,-0.126,41.016,-18.250,22.217
-0.141,-0.127,-0.120,27.527,-7.324,19.653
-0.141,-0.146,-0.105,17.700,4.517,16.113
-0.152,-0.165,-0.089,11.047,16.541,12.634
-0.163,-0.189,-0.072,4.700,24.475,12.878
-0.163,-0.230,-0.068,0.854,35.461,11.719
-0.158,-0.262,-0.053,-2.686,45.959,9.155
-0.183,-0.280,-0.035,-5.737,54.199,7.629
-0.164,-0.300,0.008,-5.127,63.965,4.944
-0.161,-0.309,0.072,-4.761,72.815,3.845
-0.180,-0.295,0.138,-6.531,79.651,4.272
-0.192,-0.256,0.201,-9.155,86.487,4.028
-0.180,-0.242,0.280,-7.996,93.567,2.991
-0.187,-0.220,0.349,-8.362,99.976,2.563
-0.183,-0.191,0.425,-10.498,104.126,2.625
-0.175,-0.141,0.506,-10.193,107.178,3.479
-0.161,-0.085,0.578,-10.742,108.643,4.333
-0.141,-0.036,0.639,-16.541,108.704,5.188
-0.106,-0.032,0.690,-26.428,107.422,7.141
-0.077,-0.045,0.763,-33.875,106.628,11.719
-0.069,-0.079,0.865,-35.889,105.713,17.151
-0.038,-0.111,1.013,-33.203,103.394,21.973
-0.019,-0.149,1.180,-32.043,98.572,25.940
-0.029,-0.170,1.375,-29.297,93.384,28.320
-0.053,-0.167,1.561,-23.132,86.792,27.710
-0.092,-0.153,1.706,-16.602,76.050,23.437
-0.120,-0.153,1.764,-13.123,62.744,17.578
-0.137,-0.160,1.745,-14.893,46.997,11.353
-0.237,-0.158,3.491,-21.973,28.870,5.249
-1.369,0.293,4.000,-174.866,-2.563,-4.761
0.728,-0.659,0.760,-231.445,-17.761,-35.400
-0.087,-0.256,1.244,-30.151,-103.760,-32.104
-0.272,-0.313,1.234,-14.404,-54.871,-45.715
-0.125,-0.149,1.177,-29.297,-6.409,-32.471
-0.018,0.020,1.288,-10.681,0.366,0.916
-0.145,-0.101,1.339,28.503,-2.136,2.441
-0.160,-0.116,1.218,46.082,-2.930,-0.488
-0.140,-0.061,1.130,49.561,-8.545,-1.282
-0.144,-0.041,1.020,45.288,-9.277,-3.723
-0.156,-0.032,0.957,30.518,-4.822,-7.568
-0.165,-0.029,0.956,9.766,-0.244,-5.981
-0.182,-0.048,1.001,-12.329,3.906,-2.441
-0.199,-0.085,1.053,-30.029,6.958,-0.427
-0.192,-0.085,1.089,-42.969,7.690,0.916
-0.160,-0.075,1.079,-44.495,5.249,1.221
-0.161,-0.102,1.054,-32.227,-1.282,2.197
-0.146,-0.138,1.026,-22.522,-5.859,4.211
-0.138,-0.154,1.008,-13.672,-4.822,5.737
-0.142,-0.142,1.004,-5.615,-3.052,6.348
-0.131,-0.117,0.993,2.136,-0.916,5.554
-0.135,-0.083,0.992,8.179,1.953,4.089
-0.143,-0.062,1.001,12.939,4.700,3.113
-0.141,-0.060,1.000,14.587,6.958,3.906
-0.137,-0.063,1.000,12.512,7.385,4.639
-0.139,-0.060,1.003,8.362,7.263,4.456
-0.141,-0.061,1.010,3.906,7.202,3.784
-0.137,-0.068,1.011,-0.610,7.019,3.357
-0.131,-0.072,1.005,-3.479,6.348,2.991
-0.124,-0.078,0.997,-3.967,5.188,2.747
-0.122,-0.080,0.981,-3.418,4.333,2.441
-0.120,-0.080,0.971,-2.808,3.479,2.625
-0.122,-0.083,0.965,-1.709,2.319,3.479
-0.127,-0.093,0.958,-0.549,1.831,4.700
-0.126,-0.094,0.952,0.488,2.136,4.578
-0.128,-0.088,0.954,2.319,2.991,3.662
-0.125,-0.094,0.953,3.174,3.845,2.991
-0.131,-0.083,0.956,2.686,3.723,2.380
-0.129,-0.075,0.961,2.258,3.662,2.075
-0.134,-0.070,0.972,0.366,3.784,1.709
-0.135,-0.069,0.987,-1.282,3.357,2.319
-0.139,-0.074,0.997,-2.686,3.113,2.808
-0.140,-0.073,1.001,-3.357,2.502,3.296
-0.138,-0.075,1.001,-3.052,1.831,3.845
-0.138,-0.078,1.001,-2.625,1.282,4.333
-0.137,-0.085,1.004,-2.197,0.977,4.700
-0.136,-0.084,1.003,-1.465,1.221,4.944
-0.136,-0.086,1.006,-0.610,1.587,5.066
-0.137,-0.084,1.008,0.000,1.953,4.944
-0.137,-0.085,1.006,-0.122,2.136,4.822
-0.134,-0.089,1.005,-0.610,2.258,4.639
-0.137,-0.085,1.003,-0.854,2.197,4.395
-0.136,-0.088,1.001,-0.854,2.625,4.089
-0.139,-0.085,1.000,-1.099,3.174,2.930
-0.136,-0.083,1.000,-0.977,3.052,3.479
-0.138,-0.087,1.000,-0.793,2.991,4.272
-0.133,-0.093,0.996,-0.244,3.418,4.395
-0.130,-0.089,0.988,-0.061,3.479,4.333
-0.130,-0.086,0.988,0.183,3.418,4.456
-0.129,-0.084,0.992,0.610,3.906,4.272
-0.126,-0.087,0.998,1.160,4.395,4.089
-0.129,-0.091,1.000,1.648,4.700,3.967
-0.129,-0.090,1.002,2.502,4.700,3.784
-0.125,-0.086,1.001,2.991,4.333,3.845
-0.124,-0.083,1.001,2.625,3.418,4.089
-0.120,-0.083,1.001,1.160,2.502,4.456
