aX,aY,aZ,gX,gY,gZ
-0.099,-0.138,1.609,-7.385,53.528,14.038
-0.094,-0.130,1.658,-4.517,44.373,12.268
-0.092,-0.102,1.660,1.526,35.400,10.010
-0.090,-0.055,1.630,10.376,28.381,7.812
-0.152,-0.071,2.189,14.221,21.057,5.737
-0.671,0.375,3.998,-48.035,-4.272,-5.432
0.368,-0.245,1.462,-134.094,15.015,-41.138
0.057,-0.258,1.022,-49.500,-41.504,-17.334
-0.113,-0.193,0.993,0.793,-59.204,-12.268
-0.050,-0.081,1.117,-3.723,-20.691,-10.193
-0.109,-0.054,1.368,3.662,-7.690,4.944
-0.097,-0.113,1.288,24.231,-11.230,10.620
-0.082,-0.128,1.134,42.664,-17.395,6.104
-0.115,-0.112,1.018,49.744,-15.930,0.366
-0.122,-0.137,0.951,39.307,-10.925,-1.648
-0.124,-0.132,0.929,20.203,-8.240,-1.160
-0.128,-0.121,0.948,7.385,-6.226,0.977
-0.140,-0.140,0.990,-0.488,-4.272,2.991
-0.134,-0.160,1.014,-9.521,-2.563,2.808
-0.118,-0.166,1.028,-15.869,-2.014,2.747
-0.111,-0.177,1.042,-15.686,-2.014,3.662
-0.111,-0.200,1.026,-12.634,-2.319,5.188
-0.108,-0.212,1.007,-10.498,-2.380,6.714
-0.102,-0.209,1.004,-8.362,-1.648,6.226
-0.113,-0.189,1.008,-4.395,0.305,4.456
-0.117,-0.157,1.011,0.061,2.319,2.991
-0.125,-0.138,1.011,3.784,4.333,2.014
-0.125,-0.127,1.007,5.798,5.493,1.343
-0.124,-0.115,1.004,6.104,6.226,0.610
-0.122,-0.104,1.001,4.272,6.287,-0.122
-0.123,-0.090,1.005,1.892,5.127,-0.366
-0.122,-0.088,1.008,-0.061,3.357,0.061
-0.119,-0.093,1.007,-2.014,2.258,0.549
-0.113,-0.105,1.005,-3.540,1.587,0.549
-0.105,-0.112,0.999,-4.333,1.404,0.183
-0.109,-0.108,0.993,-5.371,1.953,-0.366
-0.108,-0.106,0.986,-5.432,2.380,-0.610
-0.116,-0.100,0.989,-4.822,2.808,-0.366
-0.111,-0.100,0.981,-3.723,3.418,0.183
-0.114,-0.096,0.977,-1.953,3.296,0.732
-0.110,-0.097,0.973,-0.122,3.235,2.075
-0.114,-0.100,0.968,0.122,3.113,2.991
-0.111,-0.112,0.969,0.061,2.747,3.906
-0.110,-0.120,0.969,-0.793,2.319,4.700
-0.111,-0.126,0.974,-1.526,2.136,4.822
-0.115,-0.128,0.975,-2.197,1.953,4.639
-0.115,-0.124,0.977,-3.052,1.526,4.028
-0.118,-0.117,0.983,-3.784,1.282,3.235
-0.118,-0.114,0.986,-4.272,1.282,2.441
-0.121,-0.113,0.993,-4.883,0.854,2.014
-0.125,-0.111,0.992,-5.066,0.671,1.709
-0.125,-0.107,0.989,-4.822,0.244,1.587
-0.126,-0.103,0.989,-4.395,0.305,1.892
-0.125,-0.102,0.986,-4.517,0.427,2.502
-0.127,-0.103,0.991,-4.395,0.610,2.930
-0.123,-0.103,0.993,-4.272,1.404,3.052
-0.122,-0.102,0.994,-4.089,2.075,2.686
-0.122,-0.100,0.993,-3.723,2.625,2.808
-0.125,-0.100,0.994,-2.869,2.991,3.235
-0.122,-0.099,0.996,-2.136,3.357,3.601
-0.124,-0.094,1.001,-1.404,3.418,4.028
-0.124,-0.096,1.012,-1.282,3.418,4.395
-0.124,-0.096,1.014,-1.343,3.052,4.639
-0.118,-0.107,1.009,-1.099,2.747,4.639
-0.120,-0.104,1.004,-0.549,2.686,4.150
-0.115,-0.098,1.001,0.366,2.808,3.906
-0.115,-0.097,1.002,0.244,2.869,4.395
-0.116,-0.100,1.003,-0.061,2.502,4.883
-0.114,-0.106,1.001,-0.366,1.953,5.310
-0.113,-0.114,1.000,-0.244,1.648,5.432
-0.109,-0.117,0.994,0.122,1.648,5.615
-0.104,-0.114,0.988,0.488,1.587,5.615
-0.106,-0.112,0.985,0.671,1.526,5.493
-0.108,-0.114,0.986,0.610,1.892,5.432
-0.104,-0.118,0.987,0.244,1.831,4.944
-0.109,-0.116,0.991,0.183,1.831,4.272
-0.112,-0.117,0.996,0.122,2.075,3.845
-0.108,-0.116,0.996,-0.061,1.770,3.540
-0.109,-0.115,0.991,-0.061,1.587,3.418
-0.109,-0.117,0.987,0.183,1.282,3.418
-0.108,-0.113,0.980,0.122,0.793,3.418
-0.388,-0.427,2.901,87.036,84.473,28.931
-0.490,-0.511,3.078,12.512,73.364,20.935
-0.301,-0.501,2.854,-53.162,29.114,-0.183
-0.100,-0.491,2.449,-74.829,-15.686,-20.020
-0.070,-0.387,2.033,-79.346,-43.213,-32.043
-0.017,-0.255,1.684,-63.721,-61.096,-34.729
0.000,-0.115,1.417,-27.771,-74.829,-30.884
-0.017,0.040,1.230,2.869,-82.825,-27.588
-0.031,0.175,1.038,18.677,-88.379,-28.809
-0.029,0.273,0.831,23.376,-95.276,-30.945
-0.019,0.306,0.606,20.508,-101.196,-30.579
-0.014,0.289,0.403,12.878,-104.736,-26.550
-0.019,0.245,0.242,6.042,-106.445,-19.470
-0.020,0.160,0.119,2.747,-105.652,-11.169
-0.008,0.072,0.025,1.587,-102.417,-4.333
-0.006,0.001,-0.041,4.639,-95.032,1.160
-0.009,-0.043,-0.079,11.108,-85.449,6.714
-0.012,-0.051,-0.072,18.616,-74.158,11.108
-0.023,-0.044,-0.070,25.269,-62.683,13.977
-0.041,-0.032,-0.087,29.968,-53.162,15.076
-0.047,-0.043,-0.122,32.654,-45.471,16.113
-0.051,-0.058,-0.162,32.837,-38.269,16.907
-0.043,-0.062,-0.218,29.907,-30.334,16.113
-0.042,-0.082,-0.263,25.024,-20.325,14.832
-0.037,-0.110,-0.293,20.020,-8.362,13.428
-0.041,-0.138,-0.320,12.207,4.761,10.864
-0.054,-0.158,-0.330,4.150,19.958,8.362
-0.046,-0.178,-0.324,-2.014,35.767,7.446
-0.059,-0.184,-0.269,-7.629,52.734,7.263
-0.074,-0.181,-0.169,-13.000,69.580,6.348
-0.097,-0.184,-0.037,-16.113,84.229,5.188
-0.115,-0.182,0.145,-17.944,94.116,4.944
-0.134,-0.191,0.347,-17.273,98.816,6.042
-0.120,-0.216,0.516,-17.090,101.196,7.935
-0.101,-0.244,0.644,-17.151,101.685,9.827
-0.089,-0.258,0.775,-13.306,101.074,10.681
-0.079,-0.261,0.925,-8.179,101.135,10.803
-0.058,-0.235,1.060,-4.272,100.159,10.803
-0.048,-0.192,1.215,2.197,97.717,11.536
-0.068,-0.141,1.442,10.864,94.666,12.573
-0.096,-0.100,1.679,16.235,88.501,12.878
-0.124,-0.065,1.836,15.869,77.881,12.085
-0.142,-0.058,1.896,12.695,63.477,10.315
-0.157,-0.051,1.879,3.906,46.570,7.263
-0.212,0.068,1.987,-8.972,29.175,4.211
-1.019,0.093,4.000,-10.376,-0.183,3.052
0.147,-0.532,2.230,-106.628,-13.428,-23.926
0.294,-0.304,1.110,-64.636,-49.683,-22.034
-0.188,-0.263,1.053,-8.301,-77.026,-38.025
-0.129,-0.171,0.954,-7.812,-42.725,-39.185
-0.068,0.001,1.221,-6.531,-11.841,-5.493
-0.160,-0.052,1.339,15.259,-7.629,10.742
-0.139,-0.062,1.208,33.447,-10.498,6.348
-0.136,-0.066,1.121,47.302,-12.878,2.197
-0.156,-0.083,1.033,46.997,-13.000,1.343
-0.140,-0.083,0.970,25.574,-8.728,1.343
-0.152,-0.076,1.007,5.371,-2.136,3.052
-0.158,-0.099,1.066,-6.165,4.761,4.700
-0.151,-0.125,1.079,-14.771,6.592,4.883
-0.151,-0.151,1.087,-19.409,5.127,3.906
-0.148,-0.171,1.093,-20.447,3.784,3.479
-0.134,-0.195,1.075,-19.470,1.831,4.578
-0.131,-0.208,1.041,-15.808,-1.038,6.714
-0.122,-0.210,1.019,-11.108,-1.892,7.568
-0.122,-0.182,1.014,-7.019,-1.953,6.592
-0.128,-0.155,1.013,-2.563,-1.648,4.883
-0.135,-0.131,1.016,0.793,-0.305,3.418
-0.142,-0.111,1.020,2.563,1.404,1.770
-0.147,-0.089,1.026,3.784,3.418,0.610
-0.147,-0.077,1.023,4.028,4.639,-0.183
-0.146,-0.067,1.014,3.540,5.615,-0.549
-0.144,-0.069,1.010,2.991,6.287,0.000
-0.140,-0.072,1.004,2.380,6.958,1.038
-0.129,-0.082,0.998,1.770,7.080,2.136
-0.126,-0.089,0.986,0.854,6.653,3.296
-0.122,-0.092,0.982,0.244,6.165,3.906
-0.122,-0.094,0.982,0.183,5.249,4.272
-0.121,-0.093,0.979,1.099,4.822,4.456
-0.123,-0.092,0.972,2.258,3.845,5.005
-0.122,-0.096,0.968,3.357,2.991,5.371
-0.123,-0.097,0.965,3.784,2.136,5.371
-0.123,-0.098,0.959,3.113,1.282,5.310
-0.125,-0.102,0.959,2.502,0.732,5.310
-0.128,-0.111,0.958,1.587,0.488,5.066
-0.124,-0.117,0.954,0.671,0.793,4.578
-0.124,-0.121,0.955,0.671,1.160,4.456
-0.125,-0.121,0.959,0.061,1.465,4.211
-0.125,-0.118,0.963,-0.183,1.343,3.845
-0.125,-0.115,0.969,-0.610,1.282,3.784
-0.127,-0.111,0.973,-1.282,1.099,3.601
-0.127,-0.107,0.976,-1.343,0.916,3.601
-0.130,-0.104,0.978,-1.404,0.916,3.906
-0.130,-0.108,0.980,-1.221,1.038,4.395
-0.131,-0.111,0.982,-1.160,0.916,4.761
-0.129,-0.114,0.981,-0.671,0.732,5.310
-0.134,-0.112,0.983,-0.488,0.793,5.554
-0.130,-0.110,0.991,-0.122,1.038,5.737
-0.134,-0.109,0.997,0.427,1.282,5.737
-0.131,-0.113,0.995,1.038,1.526,5.798
-0.128,-0.115,0.991,0.854,1.404,5.676
-0.128,-0.112,0.992,0.305,1.404,5.554
-0.127,-0.114,0.992,0.122,1.404,5.188
-0.125,-0.118,0.993,0.122,1.648,5.432
-0.124,-0.121,0.991,-0.061,1.953,5.493
-0.122,-0.122,0.992,-0.366,2.014,5.493
-0.121,-0.123,0.994,-0.549,1.831,5.737
-0.120,-0.128,0.995,-0.488,2.014,5.859
-0.115,-0.130,0.990,-0.183,1.892,5.981
-0.113,-0.130,0.987,0.061,1.648,5.859
-0.116,-0.123,0.986,0.183,1.770,5.493
-0.115,-0.122,0.990,0.427,2.014,5.371
-0.116,-0.121,0.994,0.732,1.892,5.188
-0.114,-0.123,0.994,1.038,1.831,4.883
-0.115,-0.121,0.993,1.160,1.770,4.700
-0.114,-0.123,0.988,0.916,1.831,4.395
-0.117,-0.125,0.983,0.305,1.587,4.395
-0.116,-0.126,0.980,-0.244,1.160,4.150
-0.119,-0.131,0.978,-0.854,0.916,4.028
-0.118,-0.128,0.973,-1.160,0.793,4.211
-0.405,-0.406,3.462,101.624,109.863,97.595
-0.571,-0.542,3.827,118.286,114.563,92.468
-0.407,-0.463,3.609,32.654,73.486,55.542
-0.209,-0.365,3.171,-34.546,9.216,5.554
-0.038,-0.328,2.664,-62.378,-48.096,-32.532
0.026,-0.217,2.177,-90.210,-84.656,-45.654
0.066,-0.110,1.769,-84.167,-106.628,-48.157
0.072,-0.052,1.410,-49.255,-123.779,-49.255
0.116,0.010,1.027,-25.574,-137.146,-56.213
0.152,0.092,0.580,-15.808,-148.010,-62.317
0.149,0.140,0.112,-7.751,-152.588,-63.416
0.114,0.173,-0.315,2.747,-151.611,-60.974
0.078,0.213,-0.667,13.794,-145.691,-54.688
0.042,0.265,-0.872,29.602,-134.460,-42.908
0.034,0.285,-0.951,46.814,-117.188,-26.733
0.033,0.268,-0.964,54.260,-93.750,-8.728
0.018,0.232,-0.923,58.533,-67.688,6.897
0.035,0.140,-0.856,65.735,-41.077,19.226
0.009,0.057,-0.738,69.763,-16.235,29.175
0.012,-0.038,-0.578,68.359,5.005,35.034
-0.012,-0.088,-0.366,60.791,22.156,37.109
-0.032,-0.122,-0.137,52.124,34.790,37.964
-0.047,-0.136,0.111,45.105,43.396,38.025
-0.057,-0.191,0.309,43.030,45.715,37.903
-0.068,-0.267,0.439,42.908,43.518,37.842
-0.068,-0.334,0.506,39.734,39.124,35.522
-0.074,-0.372,0.542,31.128,35.339,29.236
-0.100,-0.362,0.549,16.663,33.203,20.203
-0.123,-0.332,0.550,1.221,32.532,12.085
-0.131,-0.325,0.556,-9.644,33.752,6.165
-0.141,-0.316,0.556,-17.700,35.400,3.662
-0.154,-0.313,0.552,-25.391,38.330,2.014
-0.177,-0.298,0.553,-34.424,40.588,-0.305
-0.179,-0.276,0.540,-42.297,43.518,-1.892
-0.190,-0.251,0.545,-44.922,46.936,-3.052
-0.190,-0.220,0.573,-40.100,51.086,-2.258
-0.187,-0.195,0.619,-31.921,55.420,-0.854
-0.170,-0.172,0.685,-23.621,58.716,0.977
-0.152,-0.166,0.753,-17.639,61.340,2.747
-0.125,-0.150,0.824,-14.954,63.293,3.357
-0.107,-0.135,0.881,-14.709,64.880,3.357
-0.088,-0.124,0.947,-13.794,66.345,5.798
-0.065,-0.134,1.069,-8.545,66.162,10.986
-0.062,-0.125,1.266,-4.211,64.453,15.869
-0.079,-0.133,1.458,-2.686,63.049,18.127
-0.104,-0.156,1.619,-2.258,58.594,18.555
-0.127,-0.180,1.770,-3.601,48.035,18.555
-0.174,-0.126,2.052,-7.507,34.302,16.724
-0.928,-0.072,4.000,-4.517,-1.587,10.864
-0.178,-0.536,2.530,-97.229,-10.071,-27.161
0.410,-0.599,1.153,-53.284,-20.630,-29.663
-0.106,-0.478,1.153,-11.414,-50.415,-31.189
-0.099,-0.214,0.973,-12.939,-45.227,-35.645
-0.107,-0.052,1.235,-2.747,-28.748,-4.150
-0.171,-0.152,1.378,19.165,-16.296,15.503
-0.155,-0.125,1.286,22.766,-14.404,9.766
-0.159,-0.075,1.105,22.766,-15.564,0.793
-0.180,-0.084,0.907,23.499,-7.812,-5.310
-0.177,-0.060,0.809,13.123,-5.005,-6.714
-0.167,-0.033,0.822,-2.136,-5.310,-4.700
-0.190,-0.085,0.921,-11.230,-2.075,-5.066
-0.161,-0.145,0.964,-19.775,0.305,-5.249
-0.135,-0.177,0.988,-19.287,0.427,-3.357
-0.162,-0.211,0.987,-13.428,-0.305,-1.038
-0.161,-0.227,0.976,-9.399,-0.305,1.343
-0.148,-0.229,0.965,-4.333,-2.014,5.737
-0.145,-0.244,0.964,1.099,-3.296,9.155
-0.144,-0.240,0.963,3.723,-4.272,9.644
-0.133,-0.203,0.967,3.174,-4.883,8.545
-0.141,-0.170,0.976,3.540,-2.808,7.141
-0.146,-0.152,0.987,2.991,0.793,5.859
-0.146,-0.136,0.997,0.549,4.395,4.517
-0.148,-0.121,1.003,-2.808,7.019,2.380
-0.154,-0.111,1.010,-6.409,8.789,0.183
-0.159,-0.100,1.011,-8.789,9.155,-1.038
-0.160,-0.095,1.012,-9.888,8.789,-1.526
-0.157,-0.101,1.004,-10.742,8.362,-1.282
-0.152,-0.099,0.999,-10.864,7.935,-1.099
-0.151,-0.095,0.993,-10.315,7.385,-0.732
-0.153,-0.095,0.988,-8.911,6.226,0.122
-0.149,-0.092,0.981,-6.958,4.822,1.587
-0.150,-0.097,0.980,-3.967,4.028,2.930
-0.150,-0.100,0.978,-1.221,3.967,3.723
-0.151,-0.103,0.982,0.793,3.845,4.272
-0.152,-0.106,0.980,2.075,3.845,4.517
-0.152,-0.103,0.979,2.319,3.479,4.700
-0.154,-0.094,0.988,2.441,3.113,5.127
-0.151,-0.099,0.990,1.770,2.869,5.798
-0.151,-0.100,0.996,1.099,2.319,6.531
-0.148,-0.109,1.000,0.671,1.892,6.714
-0.147,-0.116,1.003,0.122,1.343,6.714
-0.142,-0.123,1.000,0.061,0.854,6.287
-0.140,-0.126,0.995,0.366,0.610,5.920
-0.140,-0.130,0.996,-0.183,0.305,5.920
-0.138,-0.136,0.996,-0.427,0.061,5.981
-0.140,-0.136,1.000,-0.488,0.000,5.798
-0.143,-0.139,1.000,-0.305,0.000,5.859
-0.143,-0.146,0.999,0.671,0.122,5.737
-0.144,-0.151,0.993,1.160,0.549,5.493
-0.142,-0.147,0.987,1.953,0.732,5.493
-0.142,-0.149,0.982,2.258,1.099,5.615
-0.144,-0.148,0.981,1.770,1.587,5.493
-0.144,-0.146,0.981,1.526,2.136,5.676
-0.144,-0.147,0.981,0.977,2.686,5.676
-0.145,-0.146,0.984,0.732,3.235,5.432
-0.140,-0.144,0.985,1.038,3.601,5.676
-0.140,-0.146,0.985,0.977,3.662,5.676
-0.136,-0.143,0.985,0.854,3.479,5.615
-0.134,-0.140,0.985,0.854,3.235,5.371
-0.133,-0.135,0.984,1.465,3.113,5.371
-0.131,-0.138,0.986,1.526,2.747,5.493
-0.127,-0.136,0.987,1.343,2.502,5.493
-0.126,-0.138,0.989,1.343,2.319,5.554
-0.123,-0.135,0.990,1.770,2.258,5.554
-0.130,-0.139,0.985,2.991,2.258,5.188
-0.130,-0.144,0.984,3.418,2.319,4.578
-0.132,-0.148,0.978,3.357,2.380,4.578
-0.136,-0.149,0.979,2.502,2.563,4.272
-0.135,-0.146,0.981,2.441,2.563,3.784
-0.512,-0.609,3.908,107.117,118.774,91.064
-0.764,-0.902,4.000,115.295,114.014,88.135
-0.471,-0.719,3.953,-5.554,57.251,49.805
-0.165,-0.546,3.354,-63.416,-14.648,-2.808
-0.020,-0.399,2.759,-77.454,-63.293,-41.626
0.061,-0.283,2.144,-78.125,-89.783,-59.692
0.105,-0.135,1.666,-55.115,-110.535,-61.523
0.107,0.014,1.282,-18.799,-126.160,-59.448
0.136,0.161,0.820,5.005,-136.292,-62.500
0.163,0.288,0.303,18.188,-144.470,-66.101
0.165,0.374,-0.216,26.428,-147.339,-65.491
0.123,0.413,-0.664,34.119,-143.799,-59.387
0.059,0.429,-0.972,38.513,-133.850,-47.729
0.033,0.400,-1.130,37.659,-118.286,-32.227
0.030,0.344,-1.155,38.086,-96.375,-13.000
-0.014,0.255,-1.097,41.992,-69.153,4.578
0.020,0.116,-0.966,58.167,-40.161,17.029
0.034,0.023,-0.809,76.660,-13.855,27.527
-0.005,-0.048,-0.561,85.632,6.592,37.231
-0.034,-0.109,-0.288,87.952,23.132,41.016
-0.046,-0.141,0.039,84.351,33.569,42.542
-0.044,-0.187,0.326,85.022,37.537,44.373
-0.042,-0.256,0.517,83.618,37.292,44.434
-0.051,-0.342,0.644,74.951,34.973,40.344
-0.071,-0.409,0.732,61.523,30.273,32.898
-0.085,-0.443,0.784,45.593,25.452,24.414
-0.105,-0.452,0.803,29.663,19.836,16.541
-0.129,-0.456,0.801,15.564,14.343,10.071
-0.165,-0.455,0.763,-0.305,10.132,2.930
-0.175,-0.449,0.680,-17.517,4.822,-3.357
-0.174,-0.429,0.564,-32.288,2.075,-9.399
-0.192,-0.405,0.457,-42.236,0.488,-12.878
-0.205,-0.375,0.352,-47.913,1.953,-14.343
-0.213,-0.337,0.246,-50.110,6.897,-15.564
-0.223,-0.272,0.168,-48.523,14.587,-16.968
-0.224,-0.206,0.123,-42.847,25.574,-16.357
-0.229,-0.134,0.154,-35.339,38.513,-12.878
-0.238,-0.074,0.255,-27.954,52.307,-8.484
-0.235,-0.037,0.362,-24.170,63.293,-5.005
-0.216,-0.023,0.469,-23.743,70.435,-2.258
-0.190,-0.037,0.561,-25.085,75.684,-0.671
-0.153,-0.083,0.643,-26.367,79.773,0.916
-0.108,-0.139,0.747,-24.170,82.703,3.845
-0.095,-0.190,0.899,-17.090,86.975,5.127
-0.110,-0.197,1.086,-7.263,88.867,6.409
-0.097,-0.196,1.286,3.662,88.196,8.118
-0.100,-0.160,1.484,12.390,86.304,8.911
-0.104,-0.138,1.592,13.306,82.336,9.399
-0.112,-0.130,1.656,11.047,75.439,8.484
-0.103,-0.142,1.642,2.686,65.796,6.958
-0.088,-0.148,1.571,-8.545,55.603,5.859
-0.076,-0.157,1.514,-15.320,46.387,6.287
-0.065,-0.186,1.464,-18.433,38.696,7.080
-0.061,-0.217,1.421,-21.851,32.043,7.874
-0.270,-0.316,2.542,-29.114,20.020,8.057
-0.657,-0.200,3.803,-128.052,-51.025,4.395
0.202,-0.637,1.524,-163.452,-89.539,-23.560
0.118,-0.487,1.026,-26.306,-46.631,-23.437
-0.180,-0.375,0.947,1.709,-37.842,-27.039
-0.108,-0.169,1.061,-8.667,-20.325,-17.822
-0.093,-0.125,1.301,-1.099,-8.728,8.423
-0.133,-0.194,1.272,12.878,-1.770,11.353
-0.125,-0.195,1.136,20.142,-2.075,3.418
-0.120,-0.174,1.039,18.555,-0.061,-0.916
-0.128,-0.130,0.973,9.155,1.648,-2.747
-0.113,-0.083,0.936,-1.526,2.014,-3.357
-0.117,-0.086,0.956,-7.080,3.418,-3.662
-0.134,-0.113,0.997,-14.221,3.418,-3.296
-0.119,-0.123,1.009,-20.020,1.038,-2.075
-0.115,-0.125,1.028,-19.531,-1.709,-0.671
-0.114,-0.124,1.018,-16.174,-4.272,1.282
-0.102,-0.150,1.013,-9.827,-7.080,3.784
-0.109,-0.165,1.003,-3.906,-9.033,6.409
-0.116,-0.166,0.991,-0.854,-8.850,7.629
-0.112,-0.148,0.980,1.282,-7.690,8.118
-0.120,-0.130,0.985,4.028,-5.432,8.362
-0.125,-0.122,0.988,5.737,-3.113,7.751
-0.131,-0.109,0.990,6.531,-1.038,6.714
-0.135,-0.107,0.990,5.859,1.038,5.554
-0.138,-0.112,0.987,3.113,2.502,4.150
-0.139,-0.120,0.985,0.061,3.479,3.296
-0.139,-0.128,0.983,-2.563,3.662,2.441
-0.138,-0.133,0.977,-3.601,3.479,1.953
-0.139,-0.135,0.973,-3.906,3.113,2.197
-0.141,-0.136,0.976,-3.479,2.686,2.563
-0.138,-0.146,0.972,-3.052,2.136,2.991
-0.136,-0.146,0.966,-1.465,1.526,3.357
-0.136,-0.146,0.962,0.061,1.282,3.601
-0.136,-0.145,0.963,1.038,1.343,3.723
-0.136,-0.146,0.965,2.319,1.892,3.906
-0.133,-0.141,0.968,2.686,2.319,3.662
-0.134,-0.136,0.973,2.625,2.502,3.174
-0.131,-0.135,0.974,1.892,2.563,2.991
-0.135,-0.121,0.982,0.977,2.075,2.808
-0.134,-0.124,0.988,0.854,1.709,3.357
-0.134,-0.130,0.985,-0.427,1.038,3.540
-0.133,-0.133,0.985,-1.343,0.122,3.601
-0.135,-0.137,0.987,-1.709,-0.366,3.418
-0.137,-0.138,0.993,-1.831,-0.671,3.540
-0.138,-0.141,0.997,-1.221,-1.099,3.967
-0.138,-0.141,0.998,-0.793,-1.526,4.211
-0.136,-0.138,0.992,-0.305,-1.831,4.395
-0.133,-0.138,0.982,0.366,-1.831,4.272
-0.132,-0.145,0.975,1.099,-1.648,4.028
-0.135,-0.137,0.978,1.465,-1.282,3.845
-0.131,-0.135,0.981,2.258,-0.305,4.333
-0.132,-0.139,0.984,1.404,0.061,5.005
-0.134,-0.137,0.990,0.916,0.488,5.310
-0.131,-0.142,0.993,1.221,1.099,5.859
-0.131,-0.143,0.993,0.977,1.343,6.348
-0.128,-0.145,0.995,1.343,1.587,6.836
-0.133,-0.148,0.994,1.465,1.648,6.836
-0.133,-0.146,0.997,1.587,1.587,6.897
-0.135,-0.148,0.997,2.075,1.587,7.019
-0.134,-0.148,0.992,2.563,1.282,7.019
-0.130,-0.140,0.985,4.150,0.854,7.263
-0.136,-0.141,0.987,6.104,0.732,7.690
-0.135,-0.144,0.973,6.775,0.305,8.301
-0.135,-0.144,0.976,5.981,-0.061,7.935
-0.443,-0.425,2.719,49.744,83.191,49.316
-0.442,-0.552,2.913,49.438,74.036,44.922
-0.325,-0.510,2.776,11.963,40.283,25.269
-0.210,-0.494,2.453,-21.179,3.418,-0.671
-0.137,-0.421,2.110,-44.983,-28.809,-19.348
-0.075,-0.300,1.827,-55.054,-55.298,-26.184
-0.045,-0.212,1.610,-41.626,-71.838,-25.085
-0.048,-0.133,1.471,-23.499,-84.534,-23.132
-0.033,-0.042,1.316,-14.832,-94.971,-25.635
-0.002,0.054,1.113,-12.268,-104.126,-30.518
0.021,0.114,0.884,-11.658,-111.816,-35.339
0.024,0.136,0.639,-14.465,-116.089,-39.307
0.037,0.135,0.384,-17.273,-119.080,-38.452
0.035,0.131,0.180,-17.517,-120.483,-33.936
0.033,0.086,0.019,-11.475,-117.676,-28.381
0.021,0.059,-0.157,-2.808,-112.122,-22.705
0.009,0.057,-0.320,4.639,-103.760,-14.771
0.008,0.069,-0.450,11.169,-90.698,-7.324
-0.003,0.077,-0.544,21.545,-73.975,-0.793
-0.026,0.082,-0.594,33.081,-55.115,5.554
-0.042,0.084,-0.614,39.551,-36.133,10.193
-0.050,0.090,-0.614,40.283,-18.921,14.709
-0.036,0.069,-0.611,38.269,-2.747,19.836
-0.032,0.026,-0.582,33.142,15.381,24.170
-0.049,-0.027,-0.499,26.672,35.339,28.198
-0.042,-0.100,-0.395,20.874,54.688,30.701
-0.037,-0.148,-0.266,14.343,71.716,31.494
-0.047,-0.158,-0.094,8.606,86.182,32.104
-0.070,-0.178,0.141,5.188,97.900,31.738
-0.093,-0.221,0.406,4.333,102.295,31.860
-0.104,-0.248,0.635,4.456,100.952,33.142
-0.103,-0.261,0.843,2.747,97.351,31.982
-0.106,-0.286,0.991,0.305,94.299,27.283
-0.114,-0.302,1.073,-9.216,91.064,22.034
-0.116,-0.316,1.100,-21.545,86.792,17.212
-0.098,-0.317,1.114,-28.076,83.740,13.000
-0.087,-0.305,1.147,-26.611,82.092,10.498
-0.094,-0.282,1.211,-20.081,80.872,9.888
-0.101,-0.257,1.272,-15.015,77.942,10.132
-0.103,-0.220,1.328,-11.841,71.838,10.925
-0.111,-0.187,1.370,-7.874,63.354,11.292
-0.110,-0.165,1.375,-3.906,54.199,11.414
-0.101,-0.146,1.366,-2.380,43.762,12.451
-0.561,-0.027,3.825,0.793,23.865,13.428
-0.922,0.133,3.880,-111.938,-25.940,-11.230
0.656,-0.780,0.875,-93.018,-10.620,-44.495
0.028,-0.456,1.187,-20.508,-18.738,-25.757
-0.253,-0.351,0.929,-20.691,-32.104,-37.598
-0.070,-0.074,1.048,-36.560,-26.611,-17.395
-0.082,-0.109,1.323,-16.846,-17.517,7.935
-0.105,-0.140,1.332,10.132,-9.949,13.062
-0.115,-0.074,1.227,17.212,-12.939,7.324
-0.122,-0.042,1.147,16.479,-17.822,2.808
-0.131,-0.008,1.077,9.888,-15.503,1.709
-0.136,0.008,1.037,-3.113,-9.094,-0.977
-0.148,0.009,1.073,-13.977,-2.197,-1.343
-0.169,-0.048,1.116,-20.264,4.578,-0.793
-0.161,-0.089,1.121,-26.550,6.958,-0.610
-0.139,-0.113,1.112,-25.757,4.150,-0.671
-0.133,-0.135,1.068,-16.541,0.916,-0.671
-0.136,-0.169,1.035,-6.409,-2.991,1.404
-0.130,-0.197,1.010,0.793,-5.493,3.845
-0.133,-0.194,1.001,6.958,-6.836,5.981
-0.139,-0.158,0.992,11.536,-6.226,7.080
-0.141,-0.125,0.993,14.954,-4.883,6.653
-0.146,-0.110,1.000,15.503,-3.235,6.226
-0.152,-0.109,1.000,13.794,-1.831,4.883
-0.149,-0.101,1.001,9.460,0.061,2.808
-0.144,-0.095,1.000,4.639,2.197,0.549
-0.139,-0.089,1.001,0.061,4.333,-0.916
-0.130,-0.087,1.000,-2.197,5.981,-1.587
-0.128,-0.091,0.991,-2.502,6.653,-1.404
-0.121,-0.095,0.980,-1.343,7.141,-0.549
-0.116,-0.099,0.967,0.427,7.141,0.977
-0.117,-0.100,0.958,1.709,6.226,2.625
-0.117,-0.110,0.953,1.953,4.578,3.601
-0.120,-0.115,0.954,2.319,3.418,3.418
-0.124,-0.110,0.955,3.296,3.113,3.235
-0.126,-0.105,0.959,3.784,2.563,3.479
-0.129,-0.108,0.960,3.296,2.319,2.930
