aX,aY,aZ,gX,gY,gZ
0.081,-0.080,1.044,-12.390,3.235,15.625
0.056,-0.083,1.040,-12.390,-0.122,17.517
0.032,-0.079,1.025,-10.803,-3.174,17.639
0.009,-0.083,1.013,-9.705,-5.676,16.785
-0.010,-0.095,1.004,-8.423,-7.446,16.296
-0.026,-0.118,1.006,-8.240,-7.690,15.564
-0.040,-0.127,1.007,-7.751,-6.714,14.832
-0.045,-0.123,1.001,-5.554,-4.944,13.977
-0.030,-0.118,1.004,-3.296,-2.014,12.634
-0.008,-0.117,1.016,-2.563,2.319,12.024
0.007,-0.125,1.025,-3.296,6.531,12.146
0.021,-0.134,1.034,-3.784,10.315,10.864
0.036,-0.131,1.037,-3.479,12.512,8.362
0.049,-0.123,1.047,-2.625,13.550,5.554
0.059,-0.135,1.062,-2.869,13.306,3.418
0.061,-0.159,1.082,-3.418,11.475,2.563
0.056,-0.165,1.091,-3.540,8.667,2.014
0.045,-0.161,1.081,-2.502,5.371,1.160
0.035,-0.151,1.063,-1.709,2.808,0.122
0.029,-0.149,1.051,-1.221,1.099,-0.061
0.024,-0.148,1.042,-2.258,-0.122,1.099
0.018,-0.153,1.035,-4.272,-1.160,2.991
0.007,-0.165,1.029,-4.944,-1.770,4.578
-0.007,-0.160,1.022,-3.052,-2.319,5.371
-0.016,-0.149,1.000,-0.244,-2.869,5.798
-0.016,-0.136,0.995,1.648,-2.625,5.249
-0.010,-0.130,1.002,2.258,-2.197,4.395
-0.005,-0.128,1.004,3.357,-2.075,3.967
-0.010,-0.124,1.001,3.723,-2.319,4.333
-0.022,-0.124,1.001,3.235,-2.563,5.127
-0.033,-0.155,0.999,2.258,-2.625,5.737
-0.037,-0.184,0.992,0.122,-2.625,5.188
-0.041,-0.159,1.000,-3.418,-2.197,2.747
-0.030,-0.117,1.008,-5.066,-1.587,-0.366
-0.009,-0.100,1.028,-4.456,-1.221,-1.770
0.013,-0.111,1.051,-2.686,-1.953,-1.526
0.020,-0.110,1.052,-0.916,-3.845,-0.854
-0.003,-0.117,1.040,1.282,-5.676,0.916
-0.024,-0.153,1.012,1.526,-5.371,2.319
-0.048,-0.146,1.006,-1.282,-3.540,2.747
-0.056,-0.134,1.010,-2.319,-0.977,2.625
-0.052,-0.136,1.001,-0.549,0.916,2.136
-0.046,-0.124,0.995,0.793,2.258,1.587
-0.050,-0.105,1.000,-0.610,3.174,0.732
-0.049,-0.098,1.000,-1.770,3.723,0.916
-0.053,-0.094,1.000,-1.709,4.089,1.892
-0.049,-0.102,0.999,-0.427,4.456,3.601
-0.035,-0.105,1.006,0.122,4.700,4.028
-0.026,-0.115,1.019,-0.366,4.822,3.906
-0.020,-0.124,1.021,-0.061,4.333,3.723
-0.017,-0.138,1.025,0.305,3.601,3.662
-0.018,-0.146,1.029,0.488,2.991,3.235
-0.016,-0.152,1.025,1.404,2.441,3.235
-0.014,-0.160,1.026,1.709,1.953,3.723
-0.016,-0.166,1.026,1.343,1.465,4.028
-0.020,-0.170,1.028,1.770,1.404,4.395
-0.022,-0.171,1.024,2.380,1.404,4.333
-0.022,-0.164,1.020,3.784,1.587,3.784
-0.014,-0.151,1.012,4.944,1.831,3.113
-0.011,-0.146,1.014,4.150,1.770,2.930
-0.007,-0.151,1.021,2.502,2.258,3.662
-0.007,-0.153,1.021,1.160,2.502,4.578
-0.010,-0.151,1.024,-0.061,2.563,5.066
-0.016,-0.149,1.025,-0.916,3.113,4.944
-0.017,-0.147,1.024,-0.732,3.601,4.700
-0.015,-0.146,1.021,-0.488,3.906,3.723
-0.011,-0.134,1.020,-0.061,4.395,2.563
-0.006,-0.128,1.020,-0.122,4.333,1.770
0.000,-0.123,1.023,-0.122,4.333,1.648
0.004,-0.121,1.030,-0.793,3.845,2.319
0.008,-0.127,1.035,-0.549,3.052,3.235
0.012,-0.140,1.039,0.488,2.197,4.150
0.010,-0.149,1.037,1.770,0.854,4.395
0.004,-0.148,1.031,2.136,-0.122,4.150
-0.002,-0.143,1.031,1.343,-0.977,3.967
-0.008,-0.146,1.034,0.244,-1.282,4.211
-0.018,-0.148,1.030,0.244,-1.526,5.005
-0.026,-0.146,1.023,1.221,-1.953,5.432
-0.031,-0.147,1.009,1.831,-2.014,5.554
1.627,-0.247,1.000,1.953,42.542,-22.888
1.750,-0.123,1.025,-13.123,35.461,-19.836
1.805,-0.001,1.036,-26.367,27.161,-12.756
1.806,0.088,1.045,-33.997,16.113,-5.737
1.748,0.132,1.025,-34.546,2.991,0.793
1.603,0.143,0.964,-30.518,-11.475,8.057
1.411,0.114,0.859,-24.902,-25.146,14.587
1.176,0.056,0.753,-23.560,-35.583,20.447
0.891,-0.008,0.664,-24.536,-41.931,24.719
0.641,-0.077,0.622,-21.667,-44.006,27.222
0.450,-0.157,0.618,-17.151,-42.053,26.306
0.312,-0.222,0.647,-10.925,-35.400,21.423
0.207,-0.251,0.712,-6.714,-27.527,13.611
0.134,-0.243,0.787,-4.456,-21.057,5.432
0.083,-0.249,0.907,-6.470,-16.296,-1.038
-0.012,-0.276,1.027,-13.611,-14.709,-3.296
-0.132,-0.308,1.115,-17.273,-15.747,-2.563
-0.237,-0.324,1.170,-16.724,-17.334,-2.747
-0.330,-0.318,1.223,-15.625,-18.311,-3.357
-0.392,-0.286,1.263,-17.334,-18.250,-3.967
-0.423,-0.254,1.284,-17.456,-17.883,-3.174
-0.437,-0.235,1.284,-15.503,-18.616,-1.160
-0.447,-0.229,1.253,-12.817,-19.775,1.221
-0.468,-0.230,1.198,-10.132,-21.057,3.784
-0.480,-0.221,1.145,-6.897,-21.545,4.578
-0.481,-0.190,1.131,-5.188,-20.874,2.136
-0.471,-0.140,1.115,-1.770,-19.775,-1.465
-0.458,-0.116,1.079,4.944,-18.494,-3.845
-0.444,-0.109,1.055,9.155,-16.663,-5.371
-0.429,-0.097,1.047,9.033,-13.489,-6.714
-0.405,-0.079,1.024,8.789,-9.644,-7.935
-0.359,-0.073,1.005,11.353,-5.554,-9.033
-0.299,-0.084,0.990,14.648,-1.770,-10.559
-0.243,-0.096,0.973,16.418,0.916,-10.986
-0.194,-0.119,0.956,17.151,2.808,-10.437
-0.152,-0.153,0.941,17.090,4.272,-9.155
-0.115,-0.165,0.928,14.893,5.066,-8.545
-0.079,-0.142,0.943,10.620,6.226,-9.155
-0.034,-0.114,0.972,6.042,7.019,-9.155
0.001,-0.107,1.001,2.441,6.775,-7.568
0.024,-0.108,1.014,-0.183,5.310,-4.395
0.028,-0.112,1.015,-3.235,3.357,-0.977
0.015,-0.107,1.010,-6.165,1.038,2.258
-0.002,-0.092,1.000,-7.141,-0.854,5.127
-0.021,-0.076,0.990,-6.531,-2.014,6.714
-0.036,-0.070,0.978,-5.493,-2.563,7.263
-0.037,-0.069,0.982,-4.028,-2.197,7.202
-0.027,-0.075,0.995,-2.258,-1.038,6.653
-0.016,-0.094,1.005,-1.282,0.305,6.042
-0.006,-0.115,1.014,-1.282,1.282,5.798
0.009,-0.126,1.027,-1.343,2.625,5.310
0.030,-0.119,1.043,-1.160,4.150,4.028
0.044,-0.108,1.056,-2.136,5.127,2.930
0.054,-0.089,1.065,-3.418,5.981,2.197
0.055,-0.080,1.070,-4.639,6.226,1.404
0.053,-0.082,1.071,-5.493,6.104,1.099
0.049,-0.081,1.074,-5.859,5.432,1.099
0.047,-0.075,1.069,-5.310,4.272,0.793
0.041,-0.070,1.068,-4.883,2.563,0.610
0.036,-0.074,1.067,-4.456,0.916,0.793
0.027,-0.084,1.062,-3.601,-0.732,1.465
0.019,-0.095,1.051,-2.441,-2.502,2.136
0.005,-0.097,1.045,-1.648,-3.662,2.747
-0.007,-0.098,1.033,-1.282,-4.333,3.296
-0.021,-0.100,1.020,0.244,-4.333,4.395
-0.027,-0.095,1.007,2.197,-4.150,5.432
-0.025,-0.098,1.005,2.869,-3.784,6.226
-0.021,-0.106,1.013,2.380,-3.357,6.653
-0.019,-0.106,1.016,2.869,-3.784,6.775
-0.026,-0.106,1.005,4.333,-4.578,6.897
-0.038,-0.110,0.998,4.883,-5.066,7.202
-0.043,-0.132,0.996,4.272,-5.249,7.385
-0.042,-0.144,1.000,3.723,-5.066,6.958
-0.044,-0.135,1.000,3.845,-4.944,5.310
-0.044,-0.119,0.996,4.944,-4.761,3.174
-0.050,-0.115,1.000,4.822,-4.272,2.197
-0.054,-0.119,1.000,3.845,-3.479,2.502
-0.058,-0.139,1.004,2.686,-2.686,3.479
-0.053,-0.155,1.005,1.709,-1.709,3.723
-0.047,-0.141,1.006,0.854,-0.549,2.563
-0.043,-0.129,1.006,0.366,0.427,1.160
-0.044,-0.121,1.004,0.549,1.282,0.610
-0.050,-0.119,1.001,0.671,1.831,1.221
-0.051,-0.122,1.000,0.732,2.441,2.197
-0.044,-0.122,1.001,0.977,3.113,2.625
-0.040,-0.120,1.007,0.427,3.296,3.357
-0.036,-0.112,1.008,0.488,3.357,3.601
-0.039,-0.112,1.004,0.549,3.113,4.395
-0.046,-0.113,1.002,-0.244,3.052,5.554
-0.052,-0.115,1.001,-1.038,3.052,6.836
-0.057,-0.132,1.010,-1.465,3.357,8.057
-0.050,-0.157,1.014,-0.854,3.662,8.728
-0.046,-0.152,1.016,-0.122,3.723,8.179
-0.035,-0.135,1.014,1.160,3.601,6.348
-0.025,-0.126,1.017,2.502,3.235,4.578
-0.020,-0.124,1.017,3.357,2.808,3.174
-0.017,-0.120,1.010,4.150,2.319,2.625
-0.021,-0.113,1.009,3.418,2.502,2.930
-0.024,-0.106,1.010,2.441,2.747,3.723
-0.023,-0.112,1.018,2.258,3.052,5.310
-0.021,-0.135,1.025,2.014,2.991,6.714
-0.019,-0.156,1.021,1.038,2.563,7.568
-0.015,-0.144,1.027,-0.488,2.258,7.202
-0.010,-0.137,1.037,-0.122,2.075,6.409
-0.001,-0.147,1.028,2.197,1.587,5.371
0.004,-0.136,1.023,3.662,1.282,4.028
0.006,-0.126,1.028,3.540,1.465,3.052
0.006,-0.125,1.028,2.502,1.709,3.418
0.003,-0.136,1.026,0.732,1.648,4.944
-0.003,-0.145,1.028,-1.160,1.770,6.592
-0.016,-0.152,1.029,-1.892,1.770,7.141
-0.024,-0.148,1.030,-0.977,1.587,6.653
-0.027,-0.143,1.023,1.526,1.160,5.432
-0.024,-0.130,1.020,3.601,1.038,4.089
-0.020,-0.124,1.021,4.211,0.916,3.113
-0.023,-0.126,1.021,3.784,0.793,3.296
-0.028,-0.135,1.020,3.479,0.732,4.272
-0.034,-0.147,1.017,2.808,0.671,5.432
-0.038,-0.153,1.019,1.892,0.977,5.737
1.457,-0.341,1.008,31.921,46.143,-15.381
1.645,-0.217,1.047,21.912,39.795,-18.677
1.880,-0.099,1.090,13.306,33.691,-21.484
2.081,0.031,1.173,8.362,23.437,-21.729
2.180,0.141,1.246,-0.488,8.606,-19.104
2.078,0.198,1.274,-13.000,-9.216,-10.315
1.828,0.192,1.215,-22.888,-29.114,3.296
1.489,0.128,1.051,-28.748,-50.110,20.508
1.100,0.032,0.872,-35.583,-64.941,34.729
0.764,-0.067,0.744,-42.603,-69.641,42.053
0.488,-0.120,0.723,-44.067,-68.420,43.640
0.291,-0.165,0.726,-41.504,-63.599,39.734
0.135,-0.205,0.723,-33.691,-56.702,33.936
-0.012,-0.256,0.730,-25.574,-48.828,26.245
-0.148,-0.309,0.756,-20.325,-40.588,18.494
-0.248,-0.325,0.805,-17.090,-32.837,10.620
-0.315,-0.322,0.865,-14.221,-27.100,3.540
-0.364,-0.316,0.930,-12.024,-23.682,-1.099
-0.406,-0.320,0.996,-10.681,-22.400,-3.967
-0.467,-0.320,1.036,-11.536,-22.461,-4.883
-0.536,-0.307,1.055,-11.841,-23.193,-4.578
-0.592,-0.283,1.048,-10.376,-22.888,-3.845
-0.618,-0.267,1.042,-8.240,-21.179,-2.747
-0.618,-0.259,1.029,-5.737,-18.677,-1.587
-0.589,-0.238,1.021,-1.770,-15.747,-1.343
-0.537,-0.222,1.036,1.404,-12.390,-2.380
-0.494,-0.196,1.060,3.662,-9.949,-3.967
-0.455,-0.154,1.073,5.432,-8.667,-4.761
-0.416,-0.132,1.072,7.812,-7.568,-4.028
-0.376,-0.127,1.063,9.949,-6.165,-2.319
-0.343,-0.132,1.046,11.230,-4.700,-1.221
-0.299,-0.133,1.028,10.864,-2.075,-1.099
-0.245,-0.124,1.028,9.705,1.099,-2.014
-0.183,-0.134,1.028,10.376,3.723,-3.174
-0.127,-0.140,1.030,11.719,5.493,-4.150
-0.076,-0.132,1.034,12.207,5.859,-5.310
-0.029,-0.135,1.033,12.451,4.944,-6.042
-0.002,-0.136,1.027,12.817,2.747,-5.920
0.013,-0.133,1.017,11.292,0.671,-5.249
0.021,-0.128,1.013,8.362,-0.854,-4.395
0.031,-0.118,1.006,3.967,-1.953,-3.418
0.033,-0.113,1.000,0.427,-3.540,-1.587
0.038,-0.109,1.007,-0.916,-5.005,0.732
0.040,-0.107,1.012,-2.136,-6.042,2.808
0.037,-0.097,1.010,-3.174,-7.507,4.272
0.024,-0.094,1.012,-4.089,-8.606,5.554
0.010,-0.114,1.006,-4.944,-9.399,6.470
-0.011,-0.122,1.005,-5.188,-9.033,6.836
-0.029,-0.107,1.000,-5.432,-7.751,6.531
-0.041,-0.103,1.001,-4.944,-5.920,6.226
-0.037,-0.106,1.008,-4.700,-3.479,6.226
-0.028,-0.098,1.017,-4.944,-1.099,6.592
-0.019,-0.090,1.021,-5.005,1.404,6.592
-0.016,-0.089,1.031,-5.432,2.930,6.348
-0.012,-0.102,1.041,-4.883,3.296,5.798
-0.010,-0.120,1.043,-2.930,2.808,4.822
-0.008,-0.134,1.044,-1.404,1.709,3.723
-0.009,-0.142,1.045,-0.671,0.610,2.197
-0.012,-0.140,1.045,-0.732,-0.427,1.221
-0.013,-0.134,1.045,-0.916,-1.343,0.610
-0.016,-0.137,1.052,-1.343,-2.197,0.671
-0.020,-0.137,1.050,-1.770,-3.113,1.221
-0.028,-0.130,1.033,-0.916,-4.150,1.953
-0.039,-0.128,1.018,-0.061,-4.883,3.052
-0.047,-0.137,1.009,0.183,-4.944,3.784
-0.050,-0.137,1.000,0.854,-4.761,3.784
-0.041,-0.133,1.001,2.136,-4.333,3.113
-0.033,-0.131,1.008,3.235,-4.150,2.197
-0.025,-0.132,1.008,4.089,-4.517,1.892
-0.027,-0.136,1.015,3.479,-5.066,2.014
-0.031,-0.141,1.017,2.502,-5.554,2.258
-0.042,-0.147,1.015,2.319,-6.287,2.502
-0.053,-0.152,1.007,2.686,-6.714,2.136
-0.064,-0.149,1.001,2.319,-6.836,1.526
-0.068,-0.147,1.000,1.831,-6.287,0.977
-0.066,-0.149,1.003,1.282,-5.310,0.916
-0.064,-0.150,1.001,1.709,-4.578,0.916
-0.072,-0.150,0.993,1.831,-3.845,1.465
-0.080,-0.151,0.989,0.305,-2.502,1.465
-0.083,-0.141,0.988,-1.038,-1.038,1.221
-0.082,-0.132,0.990,-1.709,0.488,0.977
-0.082,-0.126,0.990,-1.587,1.831,0.793
-0.084,-0.123,0.997,-1.770,2.747,0.610
-0.085,-0.112,1.000,-2.197,3.174,0.793
-0.083,-0.104,0.997,-1.892,2.991,0.854
-0.082,-0.108,0.998,-1.953,2.930,1.587
-0.080,-0.115,0.997,-2.258,2.869,2.747
-0.081,-0.125,0.994,-2.869,2.747,4.089
-0.078,-0.136,0.991,-2.808,2.441,5.127
-0.075,-0.138,0.993,-2.625,2.563,5.310
-0.075,-0.135,0.996,-2.014,2.686,4.700
-0.071,-0.136,0.996,-0.366,2.747,3.784
-0.070,-0.136,1.000,1.404,2.563,2.625
-0.068,-0.132,1.003,2.197,2.319,1.648
-0.064,-0.127,1.006,2.747,2.380,1.099
-0.058,-0.127,1.007,2.930,2.625,1.160
-0.054,-0.137,1.013,2.136,2.686,1.648
-0.053,-0.146,1.017,0.610,3.052,2.258
-0.054,-0.146,1.016,0.244,3.296,2.563
-0.053,-0.151,1.010,0.305,3.601,2.563
-0.043,-0.151,1.009,0.061,4.089,2.380
-0.032,-0.149,1.018,-0.549,4.578,1.709
-0.019,-0.150,1.031,-0.549,4.639,1.038
-0.011,-0.142,1.034,0.732,4.333,0.366
-0.011,-0.130,1.029,1.160,3.845,0.366
-0.020,-0.129,1.024,0.183,3.418,1.221
-0.029,-0.132,1.022,-1.099,3.174,2.441
-0.036,-0.142,1.022,-1.892,3.113,3.784
-0.043,-0.147,1.027,-2.075,3.235,4.578
-0.042,-0.137,1.021,-1.587,3.540,4.639
-0.041,-0.125,1.021,-1.221,3.479,3.967
-0.041,-0.117,1.029,-1.587,3.601,3.845
-0.038,-0.113,1.025,-1.282,3.357,4.395
-0.039,-0.116,1.023,-0.916,2.686,4.944
-0.039,-0.123,1.021,-1.282,2.197,5.066
-0.039,-0.124,1.026,-1.465,1.709,4.700
-0.040,-0.120,1.028,-0.610,1.099,3.906
-0.042,-0.119,1.015,1.343,0.610,3.235
-0.046,-0.123,1.008,1.953,0.183,3.174
-1.584,-0.195,0.895,-94.238,16.602,63.538
-1.799,-0.133,0.698,-78.918,28.076,67.932
-1.860,-0.227,0.475,-49.805,42.358,67.993
-1.754,-0.382,0.390,-22.156,63.110,55.359
-1.528,-0.497,0.484,-5.127,90.332,27.893
-1.125,-0.435,0.629,17.761,113.831,-3.906
-0.623,-0.323,0.685,58.899,126.709,-35.889
-0.062,-0.217,0.727,104.736,131.409,-58.533
0.507,-0.078,0.851,120.178,126.709,-67.627
1.023,0.014,1.030,106.445,116.699,-63.232
1.392,-0.054,1.159,78.674,101.990,-47.791
1.554,-0.130,1.218,44.006,82.153,-26.672
1.641,-0.141,1.214,20.813,63.110,-13.428
1.678,-0.057,1.195,10.010,46.631,-11.414
1.723,0.067,1.172,10.498,33.569,-14.404
1.779,0.176,1.155,15.259,22.705,-15.076
1.800,0.230,1.146,14.343,13.245,-9.583
1.758,0.255,1.132,6.470,3.662,-0.244
1.666,0.263,1.109,-2.136,-5.859,9.338
1.543,0.247,1.077,-8.728,-15.503,17.395
1.383,0.212,1.044,-10.437,-24.719,24.658
1.193,0.127,1.004,-16.174,-31.372,28.748
0.965,0.033,0.925,-21.301,-36.987,32.104
0.737,-0.073,0.838,-21.912,-43.030,33.630
0.539,-0.141,0.807,-22.095,-46.509,32.104
0.401,-0.186,0.794,-18.188,-44.312,28.320
0.329,-0.227,0.792,-10.315,-39.978,23.010
0.265,-0.252,0.826,-3.540,-34.912,17.151
0.217,-0.274,0.864,-1.343,-27.954,9.827
0.174,-0.279,0.903,0.000,-21.667,2.441
0.140,-0.260,0.940,1.160,-18.066,-3.967
0.094,-0.231,0.973,1.648,-16.724,-8.911
0.045,-0.212,1.006,0.977,-17.212,-11.108
-0.007,-0.196,1.045,-1.526,-19.409,-11.047
-0.058,-0.192,1.087,-5.310,-21.851,-9.705
-0.117,-0.194,1.141,-10.010,-25.024,-7.080
-0.195,-0.200,1.173,-13.245,-28.687,-4.089
-0.279,-0.214,1.174,-12.878,-32.654,-0.854
-0.349,-0.214,1.158,-9.155,-35.583,1.343
-0.400,-0.203,1.146,-5.066,-37.354,0.916
-0.427,-0.175,1.158,-2.747,-37.842,-0.061
-0.437,-0.161,1.167,-0.610,-36.621,0.244
-0.439,-0.162,1.138,4.150,-35.889,2.747
-0.430,-0.172,1.097,9.155,-34.607,5.127
-0.423,-0.195,1.067,11.597,-31.799,5.676
-0.413,-0.217,1.038,11.597,-28.687,4.883
-0.395,-0.233,1.008,12.817,-26.184,1.953
-0.362,-0.245,0.995,16.541,-23.437,-2.197
-0.335,-0.254,0.992,19.226,-21.118,-6.897
-0.325,-0.259,1.013,15.991,-19.409,-9.583
-0.325,-0.256,1.014,11.841,-17.944,-9.888
-0.317,-0.235,0.994,9.583,-16.174,-9.033
-0.301,-0.216,0.989,4.761,-12.817,-7.324
-0.275,-0.195,0.999,-1.648,-8.606,-4.944
-0.240,-0.178,0.994,-5.371,-5.310,-3.296
-0.197,-0.155,0.973,-6.653,-3.113,-2.441
-0.173,-0.120,0.955,-5.554,-2.563,-0.854
-0.141,-0.099,0.921,-4.333,-2.441,1.221
-0.131,-0.095,0.907,-2.319,-2.930,5.005
-0.122,-0.096,0.910,-2.441,-2.747,7.141
-0.122,-0.094,0.911,-2.747,-2.197,7.812
-0.123,-0.105,0.913,-2.930,-1.404,7.324
-0.111,-0.126,0.932,-3.174,-0.366,6.226
-0.095,-0.149,0.952,-2.441,0.916,4.456
-0.073,-0.150,0.963,-1.160,1.343,2.441
-0.043,-0.141,0.978,0.305,1.648,0.488
-0.011,-0.144,1.004,-0.122,1.465,-0.122
0.005,-0.157,1.024,-1.709,0.671,1.099
0.004,-0.162,1.032,-3.418,-0.793,2.808
-0.014,-0.155,1.024,-4.883,-1.831,4.211
-0.034,-0.149,1.010,-5.920,-1.770,4.883
-0.049,-0.139,1.002,-6.409,-0.671,4.822
-0.052,-0.122,1.000,-6.592,1.465,4.333
-0.057,-0.111,1.004,-7.324,3.418,3.723
-0.038,-0.111,1.000,-9.277,4.944,2.502
-0.033,-0.105,1.005,-8.423,5.493,1.648
-0.031,-0.109,1.009,-7.263,5.676,1.160
-0.032,-0.104,1.009,-5.432,5.432,1.587
-0.027,-0.101,1.012,-3.418,4.944,1.648
-0.025,-0.104,1.015,-1.343,4.517,1.709
-0.028,-0.105,1.007,0.977,3.845,1.587
-0.030,-0.099,1.000,2.686,2.869,0.916
-0.031,-0.099,1.000,3.479,2.441,0.244
-0.034,-0.108,1.002,3.540,2.014,0.122
-0.033,-0.101,1.002,3.418,1.770,0.610
-0.032,-0.105,1.004,3.296,1.282,1.709
-0.034,-0.118,1.005,2.625,0.732,3.113
-0.039,-0.132,1.010,2.014,0.122,4.089
-0.046,-0.146,1.015,1.953,-0.244,3.723
-0.058,-0.154,1.017,2.014,-0.488,3.174
-0.067,-0.150,1.011,2.258,-0.549,2.258
-0.074,-0.147,1.009,2.075,-0.610,1.099
-0.078,-0.144,1.007,1.526,0.183,0.366
-0.081,-0.137,1.005,1.282,1.038,0.366
-0.082,-0.135,1.003,0.549,2.075,0.549
-0.079,-0.134,1.005,-0.610,3.296,0.854
-0.072,-0.127,1.006,-0.977,4.395,0.854
-0.065,-0.125,1.013,-1.465,5.005,0.549
-0.053,-0.120,1.015,-1.404,5.432,0.366
-0.051,-0.122,1.018,-1.465,5.249,0.488
-0.050,-0.124,1.019,-1.953,5.066,0.977
-0.048,-0.125,1.014,-1.404,4.883,1.526
-0.048,-0.120,1.010,-1.160,4.700,2.014
-0.047,-0.106,1.010,-1.221,4.822,2.502
-0.044,-0.104,1.012,-0.977,4.700,2.991
-0.041,-0.110,1.014,-0.488,4.517,3.723
-0.039,-0.114,1.019,0.000,4.211,4.028
-0.035,-0.118,1.021,0.854,4.028,4.089
-0.028,-0.119,1.015,2.197,3.479,3.784
-0.027,-0.117,1.015,1.831,3.113,3.479
-0.027,-0.129,1.025,1.526,2.502,3.601
-0.027,-0.136,1.021,1.892,2.014,3.601
-0.030,-0.137,1.020,1.404,1.831,3.418
-0.033,-0.140,1.024,1.282,1.892,3.540
-0.035,-0.148,1.022,2.136,1.831,3.784
-0.036,-0.147,1.014,2.502,2.136,4.150
-0.037,-0.145,1.005,2.747,2.319,4.150
-0.040,-0.146,1.002,2.686,2.686,3.967
-0.043,-0.154,1.001,2.197,3.418,4.272
-1.653,0.125,0.891,-41.565,-1.526,89.111
-1.853,-0.093,0.656,-25.208,5.188,100.464
-1.911,-0.442,0.505,-10.864,21.301,100.952
-1.783,-0.662,0.472,-0.061,46.082,79.163
-1.490,-0.740,0.526,20.874,71.899,39.917
-1.050,-0.659,0.570,55.908,91.431,0.305
-0.525,-0.527,0.618,93.628,103.699,-30.334
0.075,-0.352,0.682,122.437,108.948,-49.683
0.628,-0.253,0.742,130.371,108.826,-52.917
1.063,-0.234,0.833,111.267,105.469,-42.725
1.329,-0.260,0.896,70.068,96.130,-24.353
1.505,-0.252,0.968,27.283,85.022,-7.507
1.650,-0.163,1.000,5.188,74.158,-1.953
1.806,0.003,1.010,2.380,63.721,-5.798
1.990,0.183,1.076,1.465,53.711,-15.503
2.100,0.328,1.173,-0.977,41.870,-22.034
2.113,0.389,1.222,-3.662,27.893,-20.142
1.998,0.370,1.228,-10.742,11.536,-10.803
1.782,0.307,1.178,-19.775,-6.897,3.174
1.518,0.197,1.053,-25.940,-25.452,19.470
1.239,0.070,0.944,-32.532,-39.368,33.020
0.951,-0.045,0.834,-40.527,-47.058,43.396
0.664,-0.143,0.760,-46.021,-50.781,50.293
0.438,-0.243,0.704,-44.373,-49.805,50.110
0.271,-0.298,0.685,-35.522,-45.776,43.274
0.173,-0.333,0.701,-23.926,-39.124,31.860
0.132,-0.341,0.748,-12.878,-30.457,18.799
0.128,-0.307,0.826,-5.798,-22.461,6.409
0.112,-0.276,0.909,-6.531,-16.724,-1.709
0.073,-0.269,0.986,-10.132,-12.207,-6.226
0.006,-0.275,1.050,-10.681,-10.132,-8.118
-0.073,-0.297,1.089,-10.376,-10.132,-9.094
-0.151,-0.303,1.112,-11.597,-11.475,-9.705
-0.218,-0.284,1.151,-13.245,-13.367,-9.888
-0.269,-0.262,1.175,-15.198,-15.137,-9.888
-0.311,-0.248,1.191,-14.832,-17.273,-8.545
-0.352,-0.224,1.206,-14.282,-19.470,-6.958
-0.384,-0.200,1.209,-12.024,-21.729,-5.676
-0.408,-0.191,1.203,-7.874,-23.865,-4.761
-0.425,-0.174,1.194,-5.127,-24.963,-4.700
-0.426,-0.152,1.159,-0.732,-24.902,-4.517
-0.403,-0.143,1.115,5.188,-24.048,-3.845
-0.359,-0.134,1.080,8.728,-22.644,-2.380
-0.325,-0.131,1.065,8.667,-20.264,-0.977
-0.311,-0.139,1.047,7.324,-18.127,-0.183
-0.311,-0.157,1.013,8.545,-16.724,-0.916
-0.317,-0.187,0.993,10.986,-14.893,-3.662
-0.314,-0.199,0.983,12.573,-12.634,-8.484
-0.293,-0.201,0.987,14.160,-10.437,-13.123
-0.257,-0.217,0.984,16.907,-8.667,-15.991
-0.224,-0.230,0.977,17.578,-7.629,-16.968
-0.192,-0.231,0.955,17.151,-6.653,-16.418
-0.153,-0.222,0.949,14.893,-5.127,-15.381
-0.115,-0.226,0.949,11.353,-2.808,-13.489
-0.084,-0.222,0.950,7.263,-0.977,-11.353
-0.057,-0.200,0.956,3.052,0.305,-9.521
-0.037,-0.188,0.970,-1.038,0.854,-7.446
-0.028,-0.188,0.990,-4.272,0.549,-4.944
-0.026,-0.184,0.997,-5.554,-0.854,-2.686
-0.031,-0.174,0.986,-5.676,-2.563,-1.709
-0.033,-0.174,0.977,-6.287,-3.662,-1.709
-0.035,-0.181,0.980,-7.324,-3.845,-2.197
-0.028,-0.176,0.988,-7.446,-3.357,-3.113
-0.022,-0.149,0.983,-5.981,-2.991,-4.028
-0.013,-0.128,0.980,-5.066,-2.136,-4.028
-0.006,-0.113,0.991,-5.920,-0.977,-2.563
-0.006,-0.100,1.000,-7.446,0.244,-0.427
-0.010,-0.086,1.004,-8.850,1.343,1.831
-0.013,-0.077,1.007,-9.460,1.953,3.357
-0.015,-0.073,1.016,-9.277,2.197,4.028
-0.005,-0.067,1.024,-8.423,2.563,3.723
0.001,-0.062,1.028,-7.080,2.319,3.052
0.006,-0.058,1.021,-5.798,1.465,2.563
0.004,-0.058,1.016,-4.883,0.427,2.563
-0.001,-0.068,1.022,-5.127,-0.671,2.319
-0.008,-0.083,1.026,-5.310,-1.831,2.441
-0.010,-0.092,1.029,-4.517,-2.808,2.502
-0.013,-0.094,1.033,-3.113,-3.845,2.136
-0.021,-0.094,1.028,-2.136,-4.639,1.770
-0.025,-0.096,1.020,-0.671,-5.615,1.526
-0.033,-0.103,1.018,-0.549,-6.348,1.526
